ID,,,SITE,,,,,,,,,,TYPE_CHANGE,CROP AND LAND USE ,,,,,,,,,,,SOIL MANAGEMENT INFO,,,,,,,,,,DATA,,,,CURRENT SOC AND SOIL CHARACTERISTICS,,,,,,,,,,,,,,,,PREVIOUS SOC AND SOIL CHARACTERISTICS,,,,,,,,,,,,,,,SOURCE,
ID,IDstudy,plotID,country,region,temperature_Celsiul,precipitation_mm,climate,Latitud,Longitud,bedrock,soil_type,USDA,TYPE_CHANGE,CROP_current,CROP_type,cropAGE,current_land_use*,LUC_this_study,previous_land_use*,years_since_luc,TEMPORAL_only_this study,timeTEMPORAL,CHANGE_management,year_since_MANAGEMENT_CHANGE,soil_treatments,tillageYESNO,tillage_type,fertilizerYESNO,fet_type,rate_fertilizer_kh_ha,pesticides,org_amendYESNO,org_amend_type,prev_man,SINGLE_DATA-MULTIPLE_SINGLEAMPLING,DIF_DEPTH_current_point,CONTI_DEPTH,NUM_DEPTH,year_measure,N_plots_current,N_sample_per_plot_current,N_measured_current,soil_from_cm_current,soil_to_cm_current,depth_midpoint_current,bulk_density_Mg_m3_current,%clay_current,%silt_current,%sand_current,ph_current,SOC_g_kg_current,sd_SOC_gkg_current,SOC_Mg_ha_current,sd_SOC_Mgha_current,N_plots_previous,N_sample_per_plot_previous,N_measured_current,soil_from_cm_previous,soil_to_cm_previous,depth_midpoint_previous,Bulkdensity_previous,%clay_previous,%silt_previous,%sand_previous,ph_previous,SOC_g_kg_previous,sd_SOC_gkg_previous,SOC_Mg_ha_previous,sd_SOC_Mgha_previous,yearPpub,Original_source
318,24,86,USA,Nebraska,5,79,Boreal,41.151,96.401,NA,NA,Mollic_Hapludalf,MANAG,Switchgrass,grass,NA,bioenergy,NO,NA,NA,NO,NA,YES,11,NA,NA,NA,YES,N,80,NA,NA,NA,NA,MULTI,YES,NO,3,2007,3,3,9,0,30,15,NA,NA,NA,NA,NA,NA,NA,56.9,NA,3,3,9,0,30,15,NA,NA,NA,NA,NA,NA,NA,49.4,11.8,2012,"Follett, R.F., Vogel, K.P., Varvel, G.E., Mitchell, R.B. and Kimble, J., 2012. Soil carbon sequestration by switchgrass and no-till maize grown for bioenergy. BioEnergy Research, 5(4), pp.866-875."
319,24,86,USA,Nebraska,5,79,Boreal,41.151,96.401,NA,NA,Mollic_Hapludalf,MANAG,Switchgrass,grass,NA,bioenergy,NO,NA,NA,NO,NA,YES,11,NA,NA,NA,YES,N,80,NA,NA,NA,NA,MULTI,YES,NO,3,2007,3,3,9,0,120,60,NA,NA,NA,NA,NA,NA,NA,140.8,NA,3,3,9,0,120,60,NA,NA,NA,NA,NA,NA,NA,120.8,63.2,2012,"Follett, R.F., Vogel, K.P., Varvel, G.E., Mitchell, R.B. and Kimble, J., 2012. Soil carbon sequestration by switchgrass and no-till maize grown for bioenergy. BioEnergy Research, 5(4), pp.866-875."
320,24,86,USA,Nebraska,5,79,Boreal,41.151,96.401,NA,NA,Mollic_Hapludalf,MANAG,Switchgrass,grass,NA,bioenergy,NO,NA,NA,NO,NA,YES,11,NA,NA,NA,YES,N,80,NA,NA,NA,NA,MULTI,YES,NO,3,2007,3,3,9,0,150,75,NA,NA,NA,NA,NA,NA,NA,158,NA,3,3,9,0,150,75,NA,NA,NA,NA,NA,NA,NA,133,72.1,2012,"Follett, R.F., Vogel, K.P., Varvel, G.E., Mitchell, R.B. and Kimble, J., 2012. Soil carbon sequestration by switchgrass and no-till maize grown for bioenergy. BioEnergy Research, 5(4), pp.866-875."
321,24,87,USA,Nebraska,5,79,Boreal,41.151,96.401,NA,NA,Mollic_Hapludalf,MANAG,Switchgrass,grass,NA,bioenergy,NO,NA,NA,NO,NA,YES,11,NA,NA,NA,YES,N,180,NA,NA,NA,NA,MULTI,YES,NO,3,2007,3,3,9,0,30,15,NA,NA,NA,NA,NA,NA,NA,54.9,NA,3,3,9,0,30,15,NA,NA,NA,NA,NA,NA,NA,49.4,11.8,2012,"Follett, R.F., Vogel, K.P., Varvel, G.E., Mitchell, R.B. and Kimble, J., 2012. Soil carbon sequestration by switchgrass and no-till maize grown for bioenergy. BioEnergy Research, 5(4), pp.866-875."
322,24,87,USA,Nebraska,5,79,Boreal,41.151,96.401,NA,NA,Mollic_Hapludalf,MANAG,Switchgrass,grass,NA,bioenergy,NO,NA,NA,NO,NA,YES,11,NA,NA,NA,YES,N,180,NA,NA,NA,NA,MULTI,YES,NO,3,2007,3,3,9,0,120,60,NA,NA,NA,NA,NA,NA,NA,140.8,NA,3,3,9,0,120,60,NA,NA,NA,NA,NA,NA,NA,120.8,63.2,2012,"Follett, R.F., Vogel, K.P., Varvel, G.E., Mitchell, R.B. and Kimble, J., 2012. Soil carbon sequestration by switchgrass and no-till maize grown for bioenergy. BioEnergy Research, 5(4), pp.866-875."
323,24,87,USA,Nebraska,5,79,Boreal,41.151,96.401,NA,NA,Mollic_Hapludalf,MANAG,Switchgrass,grass,NA,bioenergy,NO,NA,NA,NO,NA,YES,11,NA,NA,NA,YES,N,180,NA,NA,NA,NA,MULTI,YES,NO,3,2007,3,3,9,0,150,75,NA,NA,NA,NA,NA,NA,NA,152.5,NA,3,3,9,0,150,75,NA,NA,NA,NA,NA,NA,NA,133,72.1,2012,"Follett, R.F., Vogel, K.P., Varvel, G.E., Mitchell, R.B. and Kimble, J., 2012. Soil carbon sequestration by switchgrass and no-till maize grown for bioenergy. BioEnergy Research, 5(4), pp.866-875."
324,24,88,USA,Nebraska,5,79,Boreal,41.151,96.401,NA,NA,Mollic_Hapludalf,TEMP,Switchgrass,grass,NA,bioenergy,NO,NA,NA,YES,11,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MULTI,YES,NO,3,2007,3,3,9,0,30,15,NA,NA,NA,NA,NA,NA,NA,163.7,NA,3,3,9,0,30,15,NA,NA,NA,NA,NA,NA,NA,49.4,11.8,2012,"Follett, R.F., Vogel, K.P., Varvel, G.E., Mitchell, R.B. and Kimble, J., 2012. Soil carbon sequestration by switchgrass and no-till maize grown for bioenergy. BioEnergy Research, 5(4), pp.866-875."
325,24,88,USA,Nebraska,5,79,Boreal,41.151,96.401,NA,NA,Mollic_Hapludalf,TEMP,Switchgrass,grass,NA,bioenergy,NO,NA,NA,YES,11,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MULTI,YES,NO,3,2007,3,3,9,0,120,60,NA,NA,NA,NA,NA,NA,NA,414.9,NA,3,3,9,0,120,60,NA,NA,NA,NA,NA,NA,NA,120.8,63.2,2012,"Follett, R.F., Vogel, K.P., Varvel, G.E., Mitchell, R.B. and Kimble, J., 2012. Soil carbon sequestration by switchgrass and no-till maize grown for bioenergy. BioEnergy Research, 5(4), pp.866-875."
326,24,88,USA,Nebraska,5,79,Boreal,41.151,96.401,NA,NA,Mollic_Hapludalf,TEMP,Switchgrass,grass,NA,bioenergy,NO,NA,NA,YES,11,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MULTI,YES,NO,3,2007,3,3,9,0,150,75,NA,NA,NA,NA,NA,NA,NA,457,NA,3,3,9,0,150,75,NA,NA,NA,NA,NA,NA,NA,133,72.1,2012,"Follett, R.F., Vogel, K.P., Varvel, G.E., Mitchell, R.B. and Kimble, J., 2012. Soil carbon sequestration by switchgrass and no-till maize grown for bioenergy. BioEnergy Research, 5(4), pp.866-875."
327,25,89,USA,Texas,15,466,Arid,33.73404,-101.7387,NA,NA,Thermic_Torrertic_Paleustolls,LUC,Cotton,woody,5,bioproduct,YES,grassland,5,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MULTI,YES,YES,2,2010,3,5,15,0,5,2.5,1.05,28,30,42,8,NA,NA,5.2,0.67,3,5,15,0,5,2.5,1.09,28,30,42,7.6,NA,NA,5.9,0.5,2013,"Fultz, L.M., Moore-Kucera, J., Zobeck, T.M., Acosta-Martínez, V., Wester, D.B. and Allen, V.G., 2013. Organic carbon dynamics and soil stability in five semiarid agroecosystems. Agriculture, ecosystems & environment, 181, pp.231-240."
328,25,89,USA,Texas,15,466,Arid,33.73404,-101.7387,NA,NA,Thermic_Torrertic_Paleustolls,LUC,Cotton,woody,5,bioproduct,YES,grassland,5,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MULTI,YES,YES,2,2010,3,5,15,5,20,12.5,1.41,29,29,42,8.3,NA,NA,14.9,1.25,3,5,15,5,20,12.5,1.44,29,29,42,8,NA,NA,15.3,0.65,2013,"Fultz, L.M., Moore-Kucera, J., Zobeck, T.M., Acosta-Martínez, V., Wester, D.B. and Allen, V.G., 2013. Organic carbon dynamics and soil stability in five semiarid agroecosystems. Agriculture, ecosystems & environment, 181, pp.231-240."
329,25,90,USA,Texas,15,466,Arid,33.73404,-101.7387,NA,NA,Thermic_Torrertic_Paleustolls,LUC,Cotton,woody,5,bioproduct,YES,annual_crop,5,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MULTI,YES,YES,2,2010,3,5,15,0,5,2.5,1.05,28,30,42,8,NA,NA,5.2,0.67,3,5,15,0,5,2.5,0.89,28,30,42,7.7,NA,NA,4.9,0.36,2013,"Fultz, L.M., Moore-Kucera, J., Zobeck, T.M., Acosta-Martínez, V., Wester, D.B. and Allen, V.G., 2013. Organic carbon dynamics and soil stability in five semiarid agroecosystems. Agriculture, ecosystems & environment, 181, pp.231-240."
330,25,90,USA,Texas,15,466,Arid,33.73404,-101.7387,NA,NA,Thermic_Torrertic_Paleustolls,LUC,Cotton,woody,5,bioproduct,YES,annual_crop,5,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MULTI,YES,YES,2,2010,3,5,15,5,20,12.5,1.41,29,29,42,8.3,NA,NA,14.9,1.25,3,5,15,5,20,12.5,1.09,29,29,42,7.8,NA,NA,14,0.82,2013,"Fultz, L.M., Moore-Kucera, J., Zobeck, T.M., Acosta-Martínez, V., Wester, D.B. and Allen, V.G., 2013. Organic carbon dynamics and soil stability in five semiarid agroecosystems. Agriculture, ecosystems & environment, 181, pp.231-240."
331,25,91,USA,Texas,15,466,Arid,33.73404,-101.7387,NA,NA,Thermic_Torrertic_Paleustolls,LUC,Cotton,woody,5,bioproduct,YES,grassland,5,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MULTI,YES,YES,2,2010,3,5,15,0,5,2.5,0.85,28,30,42,7.5,NA,NA,3,0.02,3,5,15,0,5,2.5,1.09,28,30,42,7.6,NA,NA,5.9,0.5,2013,"Fultz, L.M., Moore-Kucera, J., Zobeck, T.M., Acosta-Martínez, V., Wester, D.B. and Allen, V.G., 2013. Organic carbon dynamics and soil stability in five semiarid agroecosystems. Agriculture, ecosystems & environment, 181, pp.231-240."
332,25,91,USA,Texas,15,466,Arid,33.73404,-101.7387,NA,NA,Thermic_Torrertic_Paleustolls,LUC,Cotton,woody,5,bioproduct,YES,grassland,5,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MULTI,YES,YES,2,2010,3,5,15,5,20,12.5,1.22,29,29,42,7.9,NA,NA,10.4,0.32,3,5,15,5,20,12.5,1.44,29,29,42,8,NA,NA,15.3,0.65,2013,"Fultz, L.M., Moore-Kucera, J., Zobeck, T.M., Acosta-Martínez, V., Wester, D.B. and Allen, V.G., 2013. Organic carbon dynamics and soil stability in five semiarid agroecosystems. Agriculture, ecosystems & environment, 181, pp.231-240."
333,25,92,USA,Texas,15,466,Arid,33.73404,-101.7387,NA,NA,Thermic_Torrertic_Paleustolls,LUC,Cotton,woody,5,bioproduct,YES,annual_crop,5,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MULTI,YES,YES,2,2010,3,5,15,0,5,2.5,0.85,28,30,42,7.5,NA,NA,3,0.02,3,5,15,0,5,2.5,0.89,28,30,42,7.7,NA,NA,4.9,0.36,2013,"Fultz, L.M., Moore-Kucera, J., Zobeck, T.M., Acosta-Martínez, V., Wester, D.B. and Allen, V.G., 2013. Organic carbon dynamics and soil stability in five semiarid agroecosystems. Agriculture, ecosystems & environment, 181, pp.231-240."
334,25,92,USA,Texas,15,466,Arid,33.73404,-101.7387,NA,NA,Thermic_Torrertic_Paleustolls,LUC,Cotton,woody,5,bioproduct,YES,annual_crop,5,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MULTI,YES,YES,2,2010,3,5,15,5,20,12.5,1.22,29,29,42,7.9,NA,NA,10.4,0.32,3,5,15,5,20,12.5,1.09,29,29,42,7.8,NA,NA,14,0.82,2013,"Fultz, L.M., Moore-Kucera, J., Zobeck, T.M., Acosta-Martínez, V., Wester, D.B. and Allen, V.G., 2013. Organic carbon dynamics and soil stability in five semiarid agroecosystems. Agriculture, ecosystems & environment, 181, pp.231-240."
335,26,93,Germany,Rheinbach,9.5,605,Temperate,50.593,6.9861,NA,NA,Luvic_Stagnosol,MANAG,Poplar,woody,NA,SRC,NO,NA,NA,NO,NA,YES,2,YES,NO,NA,YES,compost,NA,NA,YES,compost,NA,MULTI,NO,NA,1,2014,1,9,9,0,20,10,1.6,23,63,14,NA,NA,NA,39.45,1.88,1,9,9,0,20,1,1.75,23,63,14,NA,NA,NA,35.03,1.54,2016,"Glisczynski, F.V., Pude, R., Amelung, W. and Sandhage?Hofmann, A., 2016. Biochar?compost substrates in short?rotation coppice: Effects on soil and trees in a three?year field experiment. Journal of Plant Nutrition and Soil Science, 179(4), pp.574-583"
336,26,93,Germany,Rheinbach,9.5,605,Temperate,50.593,6.9861,NA,NA,Luvic_Stagnosol,MANAG,Poplar,woody,NA,SRC,NO,NA,NA,NO,NA,YES,2,YES,NO,NA,YES,biochar15%,NA,NA,YES,biochar15%,NA,MULTI,NO,NA,1,2014,1,9,9,0,20,10,1.56,23,63,14,NA,NA,NA,42.61,3.39,1,9,9,0,20,1,1.75,23,63,14,NA,NA,NA,35.03,1.54,2016,"Glisczynski, F.V., Pude, R., Amelung, W. and Sandhage?Hofmann, A., 2016. Biochar?compost substrates in short?rotation coppice: Effects on soil and trees in a three?year field experiment. Journal of Plant Nutrition and Soil Science, 179(4), pp.574-583"
337,26,93,Germany,Rheinbach,9.5,605,Temperate,50.593,6.9861,NA,NA,Luvic_Stagnosol,MANAG,Poplar,woody,NA,SRC,NO,NA,NA,NO,NA,YES,2,YES,NO,NA,YES,biochar30%,NA,NA,YES,biochar30%,NA,MULTI,NO,NA,1,2014,1,9,9,0,20,10,1.6,23,63,14,NA,NA,NA,43.01,2.64,1,9,9,0,20,1,1.75,23,63,14,NA,NA,NA,35.03,1.54,2016,"Glisczynski, F.V., Pude, R., Amelung, W. and Sandhage?Hofmann, A., 2016. Biochar?compost substrates in short?rotation coppice: Effects on soil and trees in a three?year field experiment. Journal of Plant Nutrition and Soil Science, 179(4), pp.574-583"
338,26,94,Germany,Rheinbach,9.5,605,Temperate,50.593,6.9861,NA,NA,Luvic_Stagnosol,MANAG,Willow,woody,NA,SRC,NO,NA,NA,NO,NA,YES,2,YES,NO,NA,YES,compost,NA,NA,YES,compost,NA,MULTI,NO,NA,1,2014,1,9,9,0,20,10,1.6,23,63,14,NA,NA,NA,39.05,0.98,1,9,9,0,20,1,1.75,23,63,14,NA,NA,NA,35.6,0.58,2016,"Glisczynski, F.V., Pude, R., Amelung, W. and Sandhage?Hofmann, A., 2016. Biochar?compost substrates in short?rotation coppice: Effects on soil and trees in a three?year field experiment. Journal of Plant Nutrition and Soil Science, 179(4), pp.574-583"
339,26,94,Germany,Rheinbach,9.5,605,Temperate,50.593,6.9861,NA,NA,Luvic_Stagnosol,MANAG,Willow,woody,NA,SRC,NO,NA,NA,NO,NA,YES,2,YES,NO,NA,YES,biochar15%,NA,NA,YES,biochar15%,NA,MULTI,NO,NA,1,2014,1,9,9,0,20,10,1.56,23,63,14,NA,NA,NA,41.85,3.50,1,9,9,0,20,1,1.75,23,63,14,NA,NA,NA,35.6,0.58,2016,"Glisczynski, F.V., Pude, R., Amelung, W. and Sandhage?Hofmann, A., 2016. Biochar?compost substrates in short?rotation coppice: Effects on soil and trees in a three?year field experiment. Journal of Plant Nutrition and Soil Science, 179(4), pp.574-583"
340,26,94,Germany,Rheinbach,9.5,605,Temperate,50.593,6.9861,NA,NA,Luvic_Stagnosol,MANAG,Willow,woody,NA,SRC,NO,NA,NA,NO,NA,YES,2,YES,NO,NA,YES,biochar30%,NA,NA,YES,biochar30%,NA,MULTI,NO,NA,1,2014,1,9,9,0,20,10,1.6,23,63,14,NA,NA,NA,40.99,2.07,1,9,9,0,20,1,1.75,23,63,14,NA,NA,NA,35.6,0.58,2016,"Glisczynski, F.V., Pude, R., Amelung, W. and Sandhage?Hofmann, A., 2016. Biochar?compost substrates in short?rotation coppice: Effects on soil and trees in a three?year field experiment. Journal of Plant Nutrition and Soil Science, 179(4), pp.574-583"
341,26,95,Germany,Rheinbach,9.5,605,Temperate,50.593,6.9861,NA,NA,Luvic_Stagnosol,MANAG,Alder,woody,NA,SRC,NO,NA,NA,NO,NA,YES,2,YES,NO,NA,YES,compost,NA,NA,YES,compost,NA,MULTI,NO,NA,1,2014,1,9,9,0,20,10,1.6,23,63,14,NA,NA,NA,38.6,4.30,1,9,9,0,20,1,1.75,23,63,14,NA,NA,NA,35.87,2,2016,"Glisczynski, F.V., Pude, R., Amelung, W. and Sandhage?Hofmann, A., 2016. Biochar?compost substrates in short?rotation coppice: Effects on soil and trees in a three?year field experiment. Journal of Plant Nutrition and Soil Science, 179(4), pp.574-583"
342,26,95,Germany,Rheinbach,9.5,605,Temperate,50.593,6.9861,NA,NA,Luvic_Stagnosol,MANAG,Alder,woody,NA,SRC,NO,NA,NA,NO,NA,YES,2,YES,NO,NA,YES,biochar15%,NA,NA,YES,biochar15%,NA,MULTI,NO,NA,1,2014,1,9,9,0,20,10,1.56,23,63,14,NA,NA,NA,41.97,4.36,1,9,9,0,20,1,1.75,23,63,14,NA,NA,NA,35.87,2,2016,"Glisczynski, F.V., Pude, R., Amelung, W. and Sandhage?Hofmann, A., 2016. Biochar?compost substrates in short?rotation coppice: Effects on soil and trees in a three?year field experiment. Journal of Plant Nutrition and Soil Science, 179(4), pp.574-583"
343,26,95,Germany,Rheinbach,9.5,605,Temperate,50.593,6.9861,NA,NA,Luvic_Stagnosol,MANAG,Alder,woody,NA,SRC,NO,NA,NA,NO,NA,YES,2,YES,NO,NA,YES,biochar30%,NA,NA,YES,biochar30%,NA,MULTI,NO,NA,1,2014,1,9,9,0,20,10,1.6,23,63,14,NA,NA,NA,41.65,4.47,1,9,9,0,20,1,1.75,23,63,14,NA,NA,NA,35.87,2,2016,"Glisczynski, F.V., Pude, R., Amelung, W. and Sandhage?Hofmann, A., 2016. Biochar?compost substrates in short?rotation coppice: Effects on soil and trees in a three?year field experiment. Journal of Plant Nutrition and Soil Science, 179(4), pp.574-583"
344,26,93,Germany,Rheinbach,9.5,605,Temperate,50.593,6.9861,NA,NA,Luvic_Stagnosol,TEMP,Poplar,woody,NA,SRC,NO,NA,NA,YES,1,NO,NA,NO,NO,NA,NO,NA,NA,NA,YES,NA,NA,MULTI,NO,NA,1,2014,1,9,9,0,20,10,1.64,23,63,14,NA,NA,NA,35.03,1.54,1,9,9,0,20,1,1.6,23,63,14,NA,NA,NA,32.53,2.57,2016,"Glisczynski, F.V., Pude, R., Amelung, W. and Sandhage?Hofmann, A., 2016. Biochar?compost substrates in short?rotation coppice: Effects on soil and trees in a three?year field experiment. Journal of Plant Nutrition and Soil Science, 179(4), pp.574-583"
345,26,93,Germany,Rheinbach,9.5,605,Temperate,50.593,6.9861,NA,NA,Luvic_Stagnosol,TEMP,Poplar,woody,NA,SRC,NO,NA,NA,YES,2,NO,NA,NO,NO,NA,NO,NA,NA,NA,YES,NA,NA,MULTI,NO,NA,1,2014,1,9,9,0,20,10,1.64,23,63,14,NA,NA,NA,35.03,1.54,1,9,9,0,20,1,1.57,23,63,14,NA,NA,NA,36.37,2.43,2016,"Glisczynski, F.V., Pude, R., Amelung, W. and Sandhage?Hofmann, A., 2016. Biochar?compost substrates in short?rotation coppice: Effects on soil and trees in a three?year field experiment. Journal of Plant Nutrition and Soil Science, 179(4), pp.574-583"
346,26,94,Germany,Rheinbach,9.5,605,Temperate,50.593,6.9861,NA,NA,Luvic_Stagnosol,TEMP,Willow,woody,NA,SRC,NO,NA,NA,YES,1,NO,NA,NO,NO,NA,NO,NA,NA,NA,YES,NA,NA,MULTI,NO,NA,1,2014,1,9,9,0,20,10,1.64,23,63,14,NA,NA,NA,35.6,0.58,1,9,9,0,20,1,1.6,23,63,14,NA,NA,NA,32.08,1.84,2016,"Glisczynski, F.V., Pude, R., Amelung, W. and Sandhage?Hofmann, A., 2016. Biochar?compost substrates in short?rotation coppice: Effects on soil and trees in a three?year field experiment. Journal of Plant Nutrition and Soil Science, 179(4), pp.574-583"
347,26,94,Germany,Rheinbach,9.5,605,Temperate,50.593,6.9861,NA,NA,Luvic_Stagnosol,TEMP,Willow,woody,NA,SRC,NO,NA,NA,YES,2,NO,NA,NO,NO,NA,NO,NA,NA,NA,YES,NA,NA,MULTI,NO,NA,1,2014,1,9,9,0,20,10,1.64,23,63,14,NA,NA,NA,35.6,0.58,1,9,9,0,20,1,1.57,23,63,14,NA,NA,NA,36.37,2.43,2016,"Glisczynski, F.V., Pude, R., Amelung, W. and Sandhage?Hofmann, A., 2016. Biochar?compost substrates in short?rotation coppice: Effects on soil and trees in a three?year field experiment. Journal of Plant Nutrition and Soil Science, 179(4), pp.574-583"
348,26,95,Germany,Rheinbach,9.5,605,Temperate,50.593,6.9861,NA,NA,Luvic_Stagnosol,TEMP,Alder,woody,NA,SRC,NO,NA,NA,YES,1,NO,NA,NO,NO,NA,NO,NA,NA,NA,YES,NA,NA,MULTI,NO,NA,1,2014,1,9,9,0,20,10,1.64,23,63,14,NA,NA,NA,35.87,2.00,1,9,9,0,20,1,1.6,23,63,14,NA,NA,NA,33.47,2.04,2016,"Glisczynski, F.V., Pude, R., Amelung, W. and Sandhage?Hofmann, A., 2016. Biochar?compost substrates in short?rotation coppice: Effects on soil and trees in a three?year field experiment. Journal of Plant Nutrition and Soil Science, 179(4), pp.574-583"
349,26,95,Germany,Rheinbach,9.5,605,Temperate,50.593,6.9861,NA,NA,Luvic_Stagnosol,TEMP,Alder,woody,NA,SRC,NO,NA,NA,YES,2,NO,NA,NO,NO,NA,NO,NA,NA,NA,YES,NA,NA,MULTI,NO,NA,1,2014,1,9,9,0,20,10,1.64,23,63,14,NA,NA,NA,35.87,2.00,1,9,9,0,20,1,1.57,23,63,14,NA,NA,NA,36.37,2.43,2016,"Glisczynski, F.V., Pude, R., Amelung, W. and Sandhage?Hofmann, A., 2016. Biochar?compost substrates in short?rotation coppice: Effects on soil and trees in a three?year field experiment. Journal of Plant Nutrition and Soil Science, 179(4), pp.574-583"
350,27,96,Canada,Boisbriand,6.8,999.6,Boreal,45.616,-73.833,NA,Melanic_Brunisol,NA,LUC,Willow,woody,1,SRC,YES,annual_crop,1,NO,NA,NO,NA,NO,NO,NA,NO,NA,NA,NO,NO,NA,NA,MULTI,YES,YES,2,2007,1,54,54,0,20,10,1.45,NA,NA,NA,NA,NA,NA,76,20.00,1,54,54,0,20,10,1.48,NA,NA,NA,NA,NA,NA,71,28,2012,"Lockwell, J., Guidi, W. and Labrecque, M., 2012. Soil carbon sequestration potential of willows in short-rotation coppice established on abandoned farm lands. Plant and soil, 360(1-2), pp.299-318."
351,27,96,Canada,Boisbriand,6.8,999.6,Boreal,45.616,-73.833,NA,Melanic_Brunisol,NA,LUC,Willow,woody,1,SRC,YES,annual_crop,1,NO,NA,NO,NA,NO,NO,NA,NO,NA,NA,NO,NO,NA,NA,MULTI,YES,YES,2,2007,1,54,54,20,40,30,1.45,NA,NA,NA,NA,NA,NA,51,15.00,1,54,54,20,40,30,1.7,NA,NA,NA,NA,NA,NA,41,20,2012,"Lockwell, J., Guidi, W. and Labrecque, M., 2012. Soil carbon sequestration potential of willows in short-rotation coppice established on abandoned farm lands. Plant and soil, 360(1-2), pp.299-318."
352,27,97,Canada,Boisbriand,6.8,999.6,Boreal,45.616,-73.833,NA,Melanic_Brunisol,NA,LUC,Willow,woody,1,SRC,YES,annual_crop,1,NO,NA,NO,NA,NO,NO,NA,NO,NA,NA,NO,NO,NA,NA,MULTI,YES,YES,2,2007,1,54,54,0,20,10,1.45,NA,NA,NA,NA,NA,NA,76,20.00,1,54,54,0,20,10,1.6,NA,NA,NA,NA,NA,NA,75,15,2012,"Lockwell, J., Guidi, W. and Labrecque, M., 2012. Soil carbon sequestration potential of willows in short-rotation coppice established on abandoned farm lands. Plant and soil, 360(1-2), pp.299-318."
353,27,97,Canada,Boisbriand,6.8,999.6,Boreal,45.616,-73.833,NA,Melanic_Brunisol,NA,LUC,Willow,woody,1,SRC,YES,annual_crop,1,NO,NA,NO,NA,NO,NO,NA,NO,NA,NA,NO,NO,NA,NA,MULTI,YES,YES,2,2007,1,54,54,20,40,30,1.45,NA,NA,NA,NA,NA,NA,51,15.00,1,54,54,20,40,30,1.8,NA,NA,NA,NA,NA,NA,42,9,2012,"Lockwell, J., Guidi, W. and Labrecque, M., 2012. Soil carbon sequestration potential of willows in short-rotation coppice established on abandoned farm lands. Plant and soil, 360(1-2), pp.299-318."
354,27,98,Canada,Boisbriand,6.8,999.6,Boreal,45.616,-73.833,NA,Melanic_Brunisol,NA,LUC,Willow,woody,2,SRC,YES,annual_crop,2,NO,NA,NO,NA,NO,NO,NA,NO,NA,NA,NO,NO,NA,NA,MULTI,YES,YES,2,2007,1,54,54,0,20,10,1.37,NA,NA,NA,NA,NA,NA,65,15.00,1,54,54,0,20,10,1.48,NA,NA,NA,NA,NA,NA,71,28,2012,"Lockwell, J., Guidi, W. and Labrecque, M., 2012. Soil carbon sequestration potential of willows in short-rotation coppice established on abandoned farm lands. Plant and soil, 360(1-2), pp.299-318."
355,27,98,Canada,Boisbriand,6.8,999.6,Boreal,45.616,-73.833,NA,Melanic_Brunisol,NA,LUC,Willow,woody,2,SRC,YES,annual_crop,2,NO,NA,NO,NA,NO,NO,NA,NO,NA,NA,NO,NO,NA,NA,MULTI,YES,YES,2,2007,1,54,54,20,40,30,1.37,NA,NA,NA,NA,NA,NA,45,10.00,1,54,54,20,40,30,1.7,NA,NA,NA,NA,NA,NA,41,20,2012,"Lockwell, J., Guidi, W. and Labrecque, M., 2012. Soil carbon sequestration potential of willows in short-rotation coppice established on abandoned farm lands. Plant and soil, 360(1-2), pp.299-318."
356,27,99,Canada,Boisbriand,6.8,999.6,Boreal,45.616,-73.833,NA,Melanic_Brunisol,NA,LUC,Willow,woody,2,SRC,YES,annual_crop,2,NO,NA,NO,NA,NO,NO,NA,NO,NA,NA,NO,NO,NA,NA,MULTI,YES,YES,2,2007,1,54,54,0,20,10,1.37,NA,NA,NA,NA,NA,NA,65,15.00,1,54,54,0,20,10,1.6,NA,NA,NA,NA,NA,NA,75,15,2012,"Lockwell, J., Guidi, W. and Labrecque, M., 2012. Soil carbon sequestration potential of willows in short-rotation coppice established on abandoned farm lands. Plant and soil, 360(1-2), pp.299-318."
