ID,IDstudy,plotID,country,region,climate,bedrock,soil_type,temperature,precipitation_mm,Latitud,Longitud,year_measure,TYPE_CHANGE,years_since_luc,CROP_current,CROP_type,land_use,N_measured,soil_from_cm,soil_to_cm,depth_midpoint,bulk_density_Mg_m3,%clay,%silt,%sand,ph,SOC_Mg_ha,Period,delta_SOC_Mgha,%delta_SOC,csp_rank,csp_change,luc_rank
717,75,265,Brazil,Iacanga,Tropical,,Sandy,22.0,1153.0,-21.9198,-49.0009,,LUC,7.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,37.400000000000006,1,-3.1999999999999957,-7.881773399014767,2.0,-1.0,2.0
720,75,266,Brazil,Iacanga,Tropical,,Medium,22.0,1153.0,-21.9198,-49.0009,,LUC,9.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,35.95,1,-4.649999999999999,-11.453201970443345,2.0,-1.0,2.0
723,75,267,Brazil,Araçatuba,Tropical,,Sandy,22.0,1262.0,-21.2029,-50.4537,,LUC,39.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,52.3,1,9.849999999999994,23.203769140164884,2.0,-1.0,2.0
726,75,268,Brazil,Araçatuba,Tropical,,Sandy,22.0,1262.0,-21.2029,-50.4537,,LUC,16.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,30.1,1,-8.299999999999997,-21.614583333333325,2.0,-1.0,2.0
729,75,269,Brazil,Araçatuba,Tropical,,Sandy,22.0,1262.0,-21.2029,-50.4537,,LUC,39.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,40.8,1,3.299999999999997,8.799999999999992,2.0,-1.0,2.0
732,75,270,Brazil,Araçatuba,Tropical,,Sandy,22.0,1262.0,-21.2029,-50.4537,,LUC,39.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,25.0,1,-5.449999999999999,-17.898193760262725,2.0,-1.0,2.0
735,75,271,Brazil,Andradina,Tropical,,Medium,23.0,1234.0,-20.899,-51.3797,,LUC,5.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,39.55,1,-6.950000000000003,-14.946236559139791,2.0,-1.0,2.0
738,75,272,Brazil,Andradina,Tropical,,Medium,23.0,1234.0,-20.899,-51.3797,,LUC,2.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,33.1,1,-8.100000000000001,-19.660194174757283,2.0,-1.0,2.0
741,75,273,Brazil,Andradina,Tropical,,Sandy,23.0,1234.0,-20.899,-51.3797,,LUC,10.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,29.55,1,-31.95,-51.951219512195124,2.0,-1.0,2.0
744,75,274,Brazil,Andradina,Tropical,,Sandy,23.0,1234.0,-20.899,-51.3797,,LUC,4.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,33.65,1,-2.3000000000000043,-6.39777468706538,2.0,-1.0,2.0
747,75,275,Brazil,Andradina,Tropical,,Sandy,23.0,1234.0,-20.899,-51.3797,,LUC,9.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,32.5,1,-2.3999999999999986,-6.876790830945555,2.0,-1.0,2.0
750,75,276,Brazil,Igarapava,Tropical,,Clayey,22.0,1567.0,-20.0422,-47.7564,,LUC,8.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,74.44999999999999,1,-28.150000000000006,-27.436647173489288,2.0,-1.0,2.0
753,75,277,Brazil,Igarapava,Tropical,,Clayey,22.0,1567.0,-20.0422,-47.7564,,LUC,5.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,67.8,1,-17.049999999999997,-20.09428403064231,2.0,-1.0,2.0
756,75,278,Brazil,Igarapava,Tropical,,Clayey,22.0,1567.0,-20.0422,-47.7564,,LUC,15.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,95.75,1,-20.25,-17.45689655172414,2.0,-1.0,2.0
759,75,279,Brazil,Igarapava,Tropical,,Clayey,22.0,1567.0,-20.0422,-47.7564,,LUC,20.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,70.75,1,-6.650000000000006,-8.591731266149878,2.0,-1.0,2.0
762,75,280,Brazil,Igarapava,Tropical,,Medium,22.0,1567.0,-20.0422,-47.7564,,LUC,5.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,52.95,1,-16.700000000000003,-23.977027997128502,2.0,-1.0,2.0
765,75,281,Brazil,Campo_Florido,Tropical,,Medium,23.0,1553.0,-19.7529,-48.6389,,LUC,2.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,38.25,1,-1.25,-3.1645569620253164,2.0,1.0,4.0
768,75,282,Brazil,Campo_Florido,Tropical,,Clayey,23.0,1553.0,-19.7529,-48.6389,,LUC,5.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,44.900000000000006,1,5.400000000000006,13.670886075949381,2.0,1.0,4.0
771,75,283,Brazil,Campo_Florido,Tropical,,Medium,23.0,1553.0,-19.7529,-48.6389,,LUC,3.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,38.150000000000006,1,4.500000000000007,13.372956909361092,2.0,-1.0,2.0
774,75,284,Brazil,Campo_Florido,Tropical,,Sandy,23.0,1553.0,-19.7529,-48.6389,,LUC,6.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,32.45,1,-2.5999999999999943,-7.41797432239656,2.0,-1.0,2.0
777,75,285,Brazil,Campo_Florido,Tropical,,Sandy,23.0,1553.0,-19.7529,-48.6389,,LUC,7.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,34.4,1,-0.6499999999999986,-1.85449358059914,2.0,-1.0,2.0
780,75,286,Brazil,Campo_Florido,Tropical,,Sandy,23.0,1553.0,-19.7529,-48.6389,,LUC,7.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,38.5,1,3.6499999999999986,10.473457675753224,2.0,-1.0,2.0
783,75,287,Brazil,Campo_Florido,Tropical,,Sandy,23.0,1553.0,-19.7529,-48.6389,,LUC,6.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,25.1,1,-9.75,-27.977044476327116,2.0,-1.0,2.0
786,75,288,Brazil,Campo_Florido,Tropical,,Sandy,23.0,1553.0,-19.7529,-48.6389,,LUC,4.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,36.05,1,-6.75,-15.771028037383179,2.0,-3.0,1.0
789,75,289,Brazil,Campo_Florido,Tropical,,Medium,23.0,1553.0,-19.7529,-48.6389,,LUC,7.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,38.85,1,-0.6999999999999957,-1.769911504424768,2.0,1.0,4.0
792,75,290,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,7.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,69.0,1,2.5,3.7593984962406015,2.0,-1.0,2.0
795,75,291,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,16.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,53.8,1,-12.700000000000003,-19.09774436090226,2.0,-1.0,2.0
798,75,292,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,39.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,78.3,1,-44.95,-36.47058823529412,2.0,-3.0,1.0
801,75,293,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,10.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,80.25,1,-17.650000000000006,-18.028600612870278,2.0,-1.0,2.0
804,75,294,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,20.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,74.55,1,-23.35000000000001,-23.85086823289071,2.0,-1.0,2.0
807,75,295,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,3.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,77.9,1,-5.799999999999983,-6.929510155316587,2.0,-1.0,2.0
810,75,296,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,7.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,111.9,1,27.55000000000001,32.661529342027286,2.0,-1.0,2.0
813,75,297,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,3.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,94.05,1,1.6499999999999915,1.7857142857142763,2.0,-1.0,2.0
816,75,298,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,7.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,86.0,1,4.5,5.521472392638037,2.0,-1.0,2.0
819,75,299,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,11.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,81.15,1,-10.649999999999991,-11.601307189542474,2.0,-1.0,2.0
822,75,300,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,6.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,85.95,1,-1.6499999999999915,-1.8835616438356069,2.0,-3.0,1.0
825,75,301,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,13.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,60.95,1,-5.349999999999994,-8.069381598793356,2.0,-1.0,2.0
828,75,302,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,14.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,75.1,1,-9.150000000000006,-10.860534124629087,2.0,-1.0,2.0
831,75,303,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,15.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,60.65,1,0.5499999999999972,0.9151414309484145,2.0,-1.0,2.0
834,75,304,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,3.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,79.69999999999999,1,-20.35000000000001,-20.33983008495753,2.0,-3.0,1.0
837,75,305,Brazil,Arapora,Tropical,,Clayey,23.0,1462.0,-18.4761,-49.142,,LUC,3.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,65.80000000000001,1,2.150000000000013,3.377847604084859,2.0,1.0,4.0
840,75,306,Brazil,Goiatuba,Tropical,,Clayey,22.0,1585.0,-18.011,-49.3663,,LUC,11.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,111.55,1,-23.799999999999997,-17.584041374214998,2.0,-1.0,2.0
843,75,307,Brazil,Goiatuba,Tropical,,Sandy,22.0,1585.0,-18.011,-49.3663,,LUC,3.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,65.75,1,-2.25,-3.308823529411765,2.0,-1.0,2.0
846,75,308,Brazil,Goiatuba,Tropical,,Clayey,22.0,1585.0,-18.011,-49.3663,,LUC,3.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,86.45,1,4.799999999999997,5.878750765462335,2.0,1.0,4.0
849,75,309,Brazil,Goiatuba,Tropical,,Clayey,22.0,1585.0,-18.011,-49.3663,,LUC,12.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,100.25,1,-16.549999999999997,-14.169520547945202,2.0,-1.0,2.0
852,75,310,Brazil,Goiatuba,Tropical,,Clayey,22.0,1585.0,-18.011,-49.3663,,LUC,20.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,98.3,1,-25.950000000000003,-20.885311871227366,2.0,-3.0,1.0
855,75,311,Brazil,Goiatuba,Tropical,,Clayey,22.0,1585.0,-18.011,-49.3663,,LUC,17.0,Sugarcane,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,111.25,1,-5.549999999999997,-4.751712328767121,2.0,-1.0,2.0
934,87,361,Malaysia,north_Selangor,Tropical,,,28.5,2000.0,3.33,101.3,2014.0,LUC,13.0,PalmOil,palm,perennial_palm,5.0,0.0,10.0,5.0,0.12,,,,3.7,1050.0,1,60.0,6.0606060606060606,2.0,-2.0,1.0
935,87,362,Malaysia,north_Selangor,Tropical,,,28.5,2000.0,3.33,101.3,2014.0,LUC,13.0,PalmOil,palm,perennial_palm,5.0,0.0,10.0,5.0,0.12,,,,3.7,1050.0,1,165.0,18.64406779661017,2.0,-3.0,1.0
936,87,363,Malaysia,north_Selangor,Tropical,,,28.5,2000.0,3.33,101.3,2014.0,LUC,0.5,PalmOil,palm,perennial_palm,5.0,0.0,10.0,5.0,0.14,,,,3.9,560.0,1,-430.0,-43.43434343434344,2.0,-2.0,1.0
937,87,364,Malaysia,north_Selangor,Tropical,,,28.5,2000.0,3.33,101.3,2014.0,LUC,0.5,PalmOil,palm,perennial_palm,5.0,0.0,10.0,5.0,0.14,,,,3.9,560.0,1,-325.0,-36.72316384180791,2.0,-3.0,1.0
957,89,372,Indonesia,Lampung,Tropical,,Inceptisol,20.0,2500.0,-5.0,104.0,1999.0,LUC,25.0,Cocoa,woody,perennial_woody,1.0,0.0,30.0,15.0,,,,,,52.0,1,-210.0,-80.1526717557252,2.0,-3.0,1.0
958,89,373,Indonesia,Lampung,Tropical,,Inceptisol,20.0,2500.0,-5.0,104.0,1999.0,LUC,25.0,Cocoa,woody,perennial_woody,1.0,0.0,30.0,15.0,,,,,,52.0,1,-44.0,-45.83333333333333,2.0,-2.0,1.0
962,91,375,UK,East Riding of Yorkshire,Temperate,,,9.0,571.0,53.7,-0.8,2013.0,LUC,12.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.395,,,,,46.54,1,-0.8149999999999977,-1.7210431844578138,3.0,2.0,5.0
965,92,376,UK,East Riding of Yorkshire,Temperate,,,9.0,571.0,53.7,-0.8,2013.0,LUC,5.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.475,,,,,46.21,1,-1.144999999999996,-2.417907295956068,3.0,2.0,5.0
968,93,377,UK,Nottinghamshire,Temperate,,,9.0,568.0,53.2,-0.7,2012.0,LUC,4.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.035,,,,,81.2,1,53.935,197.81771501925547,3.0,2.0,5.0
971,94,378,UK,Nottinghamshire,Temperate,,,9.0,568.0,53.2,-0.7,2012.0,LUC,4.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.035,,,,,81.2,1,-24.74499999999999,-23.356458539808383,3.0,2.0,5.0
974,95,379,UK,Hampshire,Temperate,,,10.0,743.0,50.9,-0.4,2012.0,LUC,4.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.475,,,,,32.0,1,4.199999999999999,15.107913669064747,3.0,0.0,3.0
977,96,380,UK,Buckinghamshire,Temperate,,,10.0,646.0,51.7,-0.9,2012.0,LUC,5.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.375,,,,,44.54,1,8.435000000000002,23.3624151779532,3.0,2.0,5.0
979,97,381,UK,Buckinghamshire,Temperate,,,10.0,646.0,51.7,-0.9,2012.0,LUC,5.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,1.31,,,,,32.870000000000005,1,-3.2349999999999923,-8.95997784240408,2.0,1.0,4.0
982,98,382,UK,Buckinghamshire,Temperate,,,10.0,646.0,51.7,-0.9,2012.0,LUC,5.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,1.31,,,,,32.870000000000005,1,-11.669999999999995,-26.201167489896708,2.0,-1.0,2.0
985,99,383,UK,North_Yorkshire,Temperate,,,9.0,612.0,54.0,-1.2,2012.0,LUC,5.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,1.55,,,,,42.72,1,5.435000000000002,14.576907603593947,2.0,1.0,4.0
988,100,384,UK,North_Yorkshire,Temperate,,,9.0,704.0,54.1,-1.1,2012.0,LUC,6.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,1.44,,,,,50.815000000000005,1,12.440000000000005,32.4169381107492,2.0,-1.0,2.0
991,101,385,UK,West_Berkshire,Temperate,,,10.0,758.0,51.5,-1.3,2012.0,LUC,5.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,0.955,,,,,34.06,1,9.190000000000001,36.952151186168074,2.0,1.0,4.0
994,102,386,UK,Wiltshire,Temperate,,,10.0,656.0,51.5,-1.6,2012.0,LUC,7.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.13,,,,,58.215,1,-24.655,-29.75141788343188,3.0,0.0,3.0
997,103,387,UK,Wiltshire,Temperate,,,10.0,656.0,51.5,-1.6,2012.0,LUC,7.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.205,,,,,39.835,1,-2.780000000000001,-6.523524580546757,3.0,2.0,5.0
1000,104,388,UK,Oxfordshire,Temperate,,,9.0,687.0,51.8,-1.6,2012.0,LUC,5.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,1.495,,,,,29.935,1,-24.025000000000002,-44.52372127501854,2.0,1.0,4.0
1006,106,390,UK,Worcestershire,Temperate,,,9.0,770.0,52.2,-1.9,2013.0,LUC,9.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.5699999999999998,,,,,58.005,1,-8.249999999999993,-12.451890423364265,3.0,0.0,3.0
1009,107,391,UK,Worcestershire,Temperate,,,9.0,770.0,52.2,-1.9,2013.0,LUC,19.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.57,,,,,47.265,1,-18.989999999999995,-28.66198777450758,3.0,0.0,3.0
1012,108,392,UK,Worcestershire,Temperate,,,9.0,770.0,52.2,-1.9,2013.0,LUC,22.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.555,,,,,57.645,1,-8.609999999999992,-12.995245641838341,3.0,0.0,3.0
1015,109,393,UK,Clwyd,Temperate,,,9.0,1132.0,53.2,-3.7,2013.0,LUC,5.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,1.465,,,,,53.195,1,23.744999999999997,80.62818336162987,2.0,-1.0,2.0
1018,110,394,UK,Gwynedd,Temperate,,,10.0,1145.0,52.4,-4.0,2013.0,LUC,0.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,1.14,,,,,62.035,1,12.384999999999998,24.94461228600201,2.0,-1.0,2.0
1020,111,395,UK,Somerset ,Temperate,,,10.0,868.0,51.2,-2.8,2013.0,LUC,9.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,0.985,,,,,73.075,1,5.019999999999996,7.376386746014246,2.0,-1.0,2.0
1023,112,396,UK,Dorset,Temperate,,,10.0,820.0,50.7,-2.4,2013.0,LUC,5.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.31,,,,,31.93,1,-7.619999999999997,-19.266750948166873,3.0,2.0,5.0
1026,113,397,UK,Somerset ,Temperate,,,10.0,957.0,51.0,-3.1,2013.0,LUC,10.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,1.595,,,,,34.585,1,-0.5750000000000028,-1.635381114903307,2.0,1.0,4.0
1029,114,398,UK,Somerset ,Temperate,,,10.0,957.0,51.0,-3.1,2013.0,LUC,10.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,1.47,,,,,35.35,1,-20.32,-36.500808334830246,2.0,1.0,4.0
1032,115,399,UK,Cornwall,Temperate,,,11.0,938.0,50.5,-4.8,2012.0,LUC,9.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,1.13,,,,,40.715,1,-7.779999999999994,-16.04289101969274,2.0,-1.0,2.0
1035,116,400,UK,Cornwall,Temperate,,,10.0,1048.0,50.4,-4.6,2012.0,LUC,8.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,0.915,,,,,49.275000000000006,1,5.1200000000000045,11.595515796625534,2.0,1.0,4.0
1038,117,401,UK,Cornwall,Temperate,,,10.0,1048.0,50.4,-4.6,2012.0,LUC,8.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,0.915,,,,,49.275000000000006,1,-0.06499999999999773,-0.13173895419537437,2.0,1.0,4.0
1041,118,402,UK,Cornwall,Temperate,,,10.0,1048.0,50.4,-4.6,2012.0,LUC,8.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,1.065,,,,,49.34,1,-26.174999999999997,-34.66198768456598,2.0,1.0,4.0
1044,119,403,UK,Fife,Temperate,,,9.0,986.0,56.0,-3.6,2012.0,LUC,4.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.26,,,,,70.095,1,8.259999999999998,13.358130508611623,3.0,2.0,5.0
1047,120,404,UK,Fife,Temperate,,,9.0,986.0,56.0,-3.6,2012.0,LUC,4.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.26,,,,,70.095,1,15.509999999999998,28.414399560318763,3.0,2.0,5.0
1050,121,405,UK,Fife,Temperate,,,8.0,824.0,56.2,-3.2,2013.0,LUC,6.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.4,,,,,46.15,1,-21.255000000000003,-31.53326904532305,3.0,0.0,3.0
1053,122,406,UK,Pembrokeshire,Temperate,,,10.0,1059.0,51.7,-4.7,2013.0,LUC,9.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.355,,,,,47.75,1,14.950000000000003,45.57926829268294,3.0,0.0,3.0
1056,123,407,UK,Pembrokeshire,Temperate,,,10.0,1059.0,51.7,-4.7,2013.0,LUC,9.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.355,,,,,47.75,1,-3.5150000000000006,-6.856529796157224,3.0,0.0,3.0
1059,124,408,UK,Pembrokeshire,Temperate,,,10.0,1059.0,51.7,-4.7,2013.0,LUC,9.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.185,,,,,61.255,1,9.990000000000002,19.48697942065737,3.0,0.0,3.0
1062,125,409,UK,Pembrokeshire,Temperate,,,10.0,1059.0,51.7,-4.7,2013.0,LUC,9.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.185,,,,,61.255,1,28.455000000000005,86.75304878048783,3.0,0.0,3.0
1065,126,410,UK,Cumbria,Temperate,,,10.0,609.0,52.5,-0.5,2013.0,LUC,6.0,Willow,woody,SRC,3.0,15.0,40.0,27.5,1.485,,,,,44.56,1,12.305,38.149124166795836,3.0,2.0,5.0
1068,127,411,UK,West Midlands,Temperate,,,10.0,609.0,52.7,-2.1,2013.0,LUC,6.0,Miscanthus,grass,perennial_grass,3.0,15.0,40.0,27.5,1.235,,,,,34.825,1,4.460000000000004,14.687963115428962,2.0,1.0,4.0
1070,128,412,Germany,Abbachhof,Temperate,,,8.0,650.0,49.083,12.15,2012.0,LUC,28.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.5,11.0,21.0,67.0,5.7,34.0,1,-3.0,-8.108108108108109,3.0,2.0,5.0
1072,128,413,Germany,Arnsfeld,Temperate,,,6.9,860.0,50.583,13.11,2012.0,LUC,13.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.2,17.0,38.0,45.0,5.0,49.0,1,12.0,32.432432432432435,3.0,2.0,5.0
1074,128,414,Germany,Beuerberg,Temperate,,,7.8,1425.0,47.833,11.4,2012.0,LUC,18.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.1,25.0,43.0,32.0,4.9,62.0,1,-14.0,-18.421052631578945,3.0,0.0,3.0
1076,128,415,Germany,Bad_Birnbach,Temperate,,,8.9,930.0,48.416,13.15,2012.0,LUC,17.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.3,20.0,68.0,12.0,5.8,57.0,1,6.0,11.76470588235294,3.0,2.0,5.0
1078,128,416,Germany,Dornburg,Temperate,,,8.1,595.0,51.0,11.666,2012.0,LUC,18.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.3,29.0,67.0,4.0,6.7,48.0,1,12.0,33.33333333333333,3.0,2.0,5.0
1080,128,417,Germany,Forchheim,Temperate,,,10.1,742.0,48.966,8.333,2012.0,LUC,17.0,Willow,woody,SRC,2.0,0.0,30.0,15.0,1.4,11.0,19.0,70.0,5.7,45.0,1,5.0,12.5,3.0,2.0,5.0
1082,128,418,Germany,Georgenhof,Temperate,,,7.9,740.0,51.433,9.6,2012.0,LUC,23.0,Willow,woody,SRC,2.0,0.0,30.0,15.0,1.2,11.0,20.0,69.0,5.4,58.0,1,6.0,11.538461538461538,3.0,0.0,3.0
1084,128,419,Germany,Hann_M€unden,Temperate,,,8.6,700.0,51.483,9.6,2012.0,LUC,35.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.1,20.0,56.0,24.0,5.3,64.0,1,19.0,42.22222222222222,3.0,2.0,5.0
1086,128,420,Germany,Heuberghof,Temperate,,,6.8,800.0,48.283,8.433,2012.0,LUC,18.0,Willow,woody,SRC,2.0,0.0,30.0,15.0,0.9,67.0,30.0,3.0,7.0,98.0,1,-1.0,-1.0101010101010102,3.0,2.0,5.0
1087,128,421,Germany,Hart,Temperate,,,8.8,1155.0,47.933,12.55,2012.0,LUC,18.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.3,24.0,53.0,23.0,5.4,55.0,1,-6.0,-9.836065573770492,3.0,2.0,5.0
1089,128,422,Germany,Langenwetzendorf,Temperate,,,7.4,600.0,50.683,12.1,2012.0,LUC,19.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.4,23.0,59.0,18.0,5.8,48.0,1,-12.0,-20.0,3.0,2.0,5.0
1091,128,423,Germany,Mehrstedt,Temperate,,,8.5,547.0,51.283,10.633,2012.0,LUC,8.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.3,24.0,67.0,10.0,5.6,44.0,1,-5.0,-10.204081632653061,3.0,0.0,3.0
1093,128,424,Germany,Neuhof,Temperate,,,8.2,800.0,48.766,10.8,2012.0,LUC,18.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.3,32.0,49.0,19.0,7.2,61.0,1,-3.0,-4.6875,3.0,2.0,5.0
1095,128,425,Germany,Pumpernudel,Temperate,,,8.1,990.0,48.233,12.116,2012.0,LUC,14.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.3,26.0,62.0,11.0,5.3,51.0,1,-3.0,-5.555555555555555,3.0,2.0,5.0
1097,128,426,Germany,Potsdam,Temperate,,,9.2,560.0,48.233,13.0,2012.0,LUC,17.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.5,11.0,13.0,76.0,6.0,36.0,1,7.0,24.137931034482758,3.0,2.0,5.0
1099,128,427,Germany,Salzungen,Temperate,,,8.1,586.0,50.8,10.233,2012.0,LUC,15.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.3,12.0,30.0,58.0,5.7,33.0,1,5.0,17.857142857142858,3.0,2.0,5.0
