ID,IDstudy,plotID,country,region,climate,bedrock,soil_type,temperature,precipitation_mm,Latitud,Longitud,year_measure,TYPE_CHANGE,years_since_luc,CROP_current,CROP_type,land_use,N_measured,soil_from_cm,soil_to_cm,depth_midpoint,bulk_density_Mg_m3,%clay,%silt,%sand,ph,SOC_Mg_ha,Period,delta_SOC_Mgha,%delta_SOC,csp_rank,csp_change,luc_rank
1101,128,428,Germany,Sk€aßchen,Temperate,,,8.5,575.0,51.35,13.566,2012.0,LUC,14.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.3,12.0,24.0,64.0,5.9,39.0,1,-5.0,-11.363636363636363,3.0,2.0,5.0
1103,128,429,Germany,Schwarzenau,Temperate,,,9.8,570.0,49.75,10.2166,2012.0,LUC,17.0,Willow,woody,SRC,2.0,0.0,30.0,15.0,1.5,13.0,11.0,77.0,5.6,38.0,1,18.0,90.0,3.0,2.0,5.0
1105,128,430,Germany,Teisendorf,Temperate,,,7.8,1541.0,47.833,12.85,2012.0,LUC,14.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.0,36.0,49.0,15.0,6.2,71.0,1,-7.0,-8.974358974358974,3.0,0.0,3.0
1107,128,431,Germany,Thammenhain,Temperate,,,8.5,575.0,51.433,12.85,2012.0,LUC,12.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.6,9.0,31.0,60.0,5.6,33.0,1,-7.0,-17.5,3.0,2.0,5.0
1109,128,432,Germany,W€ollershof,Temperate,,,8.1,710.0,49.75,12.183,2012.0,LUC,20.0,Poplar,woody,SRC,2.0,0.0,30.0,15.0,1.3,11.0,30.0,59.0,5.3,38.0,1,7.0,22.58064516129032,3.0,2.0,5.0
1113,130,434,USA,Iowa,Temperate,,,9.0,864.0,41.878,-93.097,,LUC,24.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,41.63,1,2.9000000000000057,7.487735605473808,2.0,1.0,4.0
1114,130,435,USA,Iowa,Temperate,,,9.0,864.0,41.878,-93.097,,LUC,24.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,48.86,1,10.130000000000003,26.155435063258466,2.0,1.0,4.0
1117,131,436,USA,Tennessee,Temperate,,,15.0,1397.0,35.5175,-86.5804,,LUC,5.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,27.59,1,3.6000000000000014,15.006252605252197,2.0,1.0,4.0
1118,131,437,USA,Tennessee,Temperate,,,15.0,1397.0,35.5175,-86.5804,,LUC,5.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,34.1,1,0.5799999999999983,1.7303102625298277,2.0,-1.0,2.0
1119,131,438,USA,Kentucky,Temperate,,,13.0,1165.0,37.8393,-84.27,,LUC,5.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,24.07,1,1.0500000000000007,4.561251086012167,2.0,1.0,4.0
1120,131,439,USA,Virginia,Temperate,,,13.0,1116.0,37.4316,-78.6569,,LUC,5.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,36.92,1,-5.399999999999999,-12.759924385633267,2.0,-1.0,2.0
1125,132,440,USA,Ohio,Temperate,,,10.0,973.0,40.4173,-82.9071,,LUC,7.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,106.0,1,-2.0,-1.8518518518518516,2.0,-1.0,2.0
1126,132,441,USA,Ohio,Temperate,,,10.0,973.0,40.4173,-82.9071,,LUC,7.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,75.0,1,-5.0,-6.25,2.0,1.0,4.0
1127,132,442,USA,Ohio,Temperate,,,10.0,973.0,40.4173,-82.9071,,LUC,7.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,60.0,1,-3.0,-4.761904761904762,2.0,-1.0,2.0
1131,133,443,USA,Ohio,Temperate,,,10.0,973.0,40.4173,-82.9071,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,105.75,1,0.04999999999999716,0.04730368968779296,2.0,-1.0,2.0
1132,133,444,USA,Ohio,Temperate,,,10.0,973.0,40.4173,-82.9071,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,117.32,1,11.61999999999999,10.993377483443698,2.0,-1.0,2.0
1133,133,445,USA,Ohio,Temperate,,,10.0,973.0,40.4173,-82.9071,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,126.0,1,20.299999999999997,19.20529801324503,2.0,-1.0,2.0
1134,133,446,USA,Ohio,Temperate,,,10.0,973.0,40.4173,-82.9071,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,134.49,1,28.790000000000006,27.23746452223274,2.0,-1.0,2.0
1135,133,447,USA,Ohio,Temperate,,,10.0,973.0,40.4173,-82.9071,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,58.59,1,-6.299999999999997,-9.708737864077666,2.0,1.0,4.0
1136,133,448,USA,Ohio,Temperate,,,10.0,973.0,40.4173,-82.9071,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,56.74,1,-8.149999999999999,-12.559716443211585,2.0,1.0,4.0
1137,133,449,USA,Ohio,Temperate,,,10.0,973.0,40.4173,-82.9071,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,62.55,1,-2.3400000000000034,-3.6061026352288543,2.0,1.0,4.0
1138,133,450,USA,Ohio,Temperate,,,10.0,973.0,40.4173,-82.9071,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,61.43,1,-3.460000000000001,-5.332100477731546,2.0,1.0,4.0
1139,133,451,USA,Ohio,Temperate,,,10.0,973.0,40.4173,-82.9071,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,65.71,1,-12.370000000000005,-15.842725409836072,2.0,-1.0,2.0
1140,133,452,USA,Ohio,Temperate,,,10.0,973.0,40.4173,-82.9071,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,60.98,1,-17.1,-21.900614754098363,2.0,-1.0,2.0
1141,133,453,USA,Ohio,Temperate,,,10.0,973.0,40.4173,-82.9071,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,69.08,1,-9.0,-11.526639344262295,2.0,-1.0,2.0
1142,133,454,USA,Ohio,Temperate,,,10.0,973.0,40.4173,-82.9071,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,79.83,1,1.75,2.2412909836065573,2.0,-1.0,2.0
1143,134,455,Canada,Canada,Boreal,,,-1.0,503.0,56.1304,-106.3468,,LUC,5.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,51.0,1,0.0,0.0,2.0,1.0,4.0
1144,134,456,Canada,Canada,Boreal,,,-1.0,503.0,56.1304,-106.3468,,LUC,5.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,60.0,1,6.0,11.11111111111111,2.0,1.0,4.0
1147,135,457,USA,Indiana,Temperate,,,10.0,995.0,40.2672,-86.1349,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,74.49,1,11.939999999999998,19.08872901678657,2.0,1.0,4.0
1148,135,458,USA,Indiana,Temperate,,,10.0,995.0,40.2672,-86.1349,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,115.17,1,8.400000000000006,7.867378477100314,2.0,1.0,4.0
1149,135,459,USA,Indiana,Temperate,,,10.0,995.0,40.2672,-86.1349,,LUC,8.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,127.29,1,14.990000000000009,13.348174532502236,2.0,1.0,4.0
1150,135,460,USA,Indiana,Temperate,,,10.0,995.0,40.2672,-86.1349,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,64.86,1,14.509999999999998,28.818272095332663,2.0,1.0,4.0
1151,135,461,USA,Indiana,Temperate,,,10.0,995.0,40.2672,-86.1349,,LUC,6.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,47.27,1,18.1,62.05005142269455,2.0,1.0,4.0
1152,135,462,USA,Indiana,Temperate,,,10.0,995.0,40.2672,-86.1349,,LUC,5.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,125.73,1,-9.679999999999993,-7.14865962632006,2.0,1.0,4.0
1153,135,463,USA,Indiana,Temperate,,,10.0,995.0,40.2672,-86.1349,,LUC,8.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,43.75,1,-25.760000000000005,-37.05941591137966,2.0,1.0,4.0
1161,136,464,USA,Pennsylvania,Temperate,,,10.0,1009.0,41.2033,-77.194,,LUC,7.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,52.72,1,0.0,0.0,2.0,1.0,4.0
1162,136,465,USA,Pennsylvania,Temperate,,,10.0,1009.0,41.2033,-77.194,,LUC,5.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,49.21,1,-3.1199999999999974,-5.962163195107964,2.0,1.0,4.0
1163,137,466,USA,Tennessee,Temperate,,,15.0,1397.0,35.5175,-86.5804,,LUC,3.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,9.81,1,0.9199999999999999,10.348706411698535,2.0,1.0,4.0
1164,137,467,USA,Tennessee,Temperate,,,15.0,1397.0,35.5175,-86.5804,,LUC,3.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,7.65,1,0.3200000000000003,4.365620736698503,2.0,1.0,4.0
1165,137,468,USA,Tennessee,Temperate,,,15.0,1397.0,35.5175,-86.5804,,LUC,3.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,7.87,1,1.83,30.29801324503311,2.0,1.0,4.0
1166,137,469,USA,Tennessee,Temperate,,,15.0,1397.0,35.5175,-86.5804,,LUC,3.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,9.89,1,-0.08000000000000007,-0.8024072216649957,2.0,-1.0,2.0
1167,137,470,USA,Tennessee,Temperate,,,15.0,1397.0,35.5175,-86.5804,,LUC,3.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,8.84,1,1.12,14.50777202072539,2.0,1.0,4.0
1168,137,471,USA,Tennessee,Temperate,,,15.0,1397.0,35.5175,-86.5804,,LUC,3.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,7.35,1,-0.8200000000000003,-10.036719706242353,2.0,1.0,4.0
1174,138,472,USA,Nebraska,Temperate,,,9.0,570.0,41.4925,-99.9018,,LUC,9.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,15.01,1,2.5,19.984012789768187,2.0,1.0,4.0
1175,138,473,USA,Nebraska,Temperate,,,9.0,570.0,41.4925,-99.9018,,LUC,9.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,19.61,1,7.1,56.754596322941644,2.0,1.0,4.0
1176,138,474,USA,Nebraska,Temperate,,,9.0,570.0,41.4925,-99.9018,,LUC,9.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,17.81,1,5.299999999999999,42.36610711430854,2.0,1.0,4.0
1177,139,475,USA,Alabama,Temperate,,,18.0,1356.0,32.3182,-86.9023,,LUC,2.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,28.44,1,10.810000000000002,61.31593874078277,2.0,1.0,4.0
1178,140,476,Canada,Quebec,Temperate,,,5.0,1259.0,46.8139,-71.208,,LUC,3.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,67.09,1,-10.72999999999999,-13.7882292469802,2.0,1.0,4.0
1179,140,477,Canada,Quebec,Temperate,,,5.0,1259.0,46.8139,-71.208,,LUC,3.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,83.19,1,8.049999999999997,10.713335107798772,2.0,1.0,4.0
1182,141,478,USA,Washington_Kanlow,Temperate,,,10.0,1052.0,48.769768,-122.485886,,LUC,2.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,10.71,1,1.540000000000001,16.793893129771003,2.0,1.0,4.0
1183,141,479,USA,Washington_Shawnee,Temperate,,,16.0,1087.0,35.0,-96.0,,LUC,2.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,10.93,1,1.7599999999999998,19.193020719738275,2.0,1.0,4.0
1184,141,480,USA,Washington_CaveinRock,Temperate,,,14.0,1191.0,37.5,-88.0,,LUC,2.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,10.73,1,1.5600000000000005,17.01199563794984,2.0,1.0,4.0
1188,142,481,USA,Iowa,Temperate,,,9.0,864.0,41.878,-93.0977,,LUC,10.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,67.0,1,23.299999999999997,53.31807780320366,2.0,1.0,4.0
1189,142,482,USA,Iowa,Temperate,,,9.0,864.0,41.878,-93.0977,,LUC,10.0,Switchgrass,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,67.0,1,-13.299999999999997,-16.56288916562889,2.0,-1.0,2.0
1190,143,483,UK,Wales,Temperate,,,8.0,1830.0,52.1307,-3.7837,,LUC,6.0,Miscanthus,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,70.8,1,-8.0,-10.152284263959391,2.0,-1.0,2.0
1191,144,484,USA,Illinois,Temperate,,,10.0,968.0,40.6331,-89.3985,,LUC,4.0,Miscanthus,grass,perennial_grass,1.0,0.0,30.0,15.0,1.3,,,,,53.44,1,3.3200000000000003,6.624102154828412,2.0,-1.0,2.0
1192,144,485,USA,Kentucky,Temperate,,,13.0,1165.0,37.8393,-84.27,,LUC,4.0,Miscanthus,grass,perennial_grass,1.0,0.0,30.0,15.0,1.3,,,,,70.55,1,-0.13000000000000966,-0.18392756083759149,2.0,-1.0,2.0
1193,144,486,USA,Nebraska,Temperate,,,9.0,570.0,41.4925,-99.9018,,LUC,4.0,Miscanthus,grass,perennial_grass,1.0,0.0,30.0,15.0,1.3,,,,,83.03,1,0.3100000000000023,0.37475822050290414,2.0,-1.0,2.0
1194,144,487,USA,New_Jersey,Temperate,,,12.0,1151.0,40.0583,-74.4057,,LUC,4.0,Miscanthus,grass,perennial_grass,1.0,0.0,30.0,15.0,1.3,,,,,61.78,1,7.030000000000001,12.840182648401829,2.0,-1.0,2.0
1195,145,488,Italy,Bologna,Mediterranean,,,14.0,730.0,44.4949,11.3426,,LUC,7.0,Miscanthus,grass,perennial_grass,1.0,0.0,30.0,15.0,,,,,,43.99,1,10.660000000000004,31.983198319831995,2.0,-1.0,2.0
1196,145,489,Italy,Bologna,Mediterranean,,,14.0,730.0,44.4949,11.3426,,LUC,7.0,Miscanthus,grass,perennial_grass,1.0,0.0,40.0,20.0,,,,,,93.84,1,11.530000000000001,14.00801846677196,2.0,-1.0,2.0
1322,149,591,italy,Viterbo,Mediterranean,,Chromic_Luvisol,13.76,766.0,44.366,12.016,2013.0,LUC,2.0,Poplar,woody,SRC,6.0,0.0,15.0,7.5,1.12,,,,6.66,11.69,1,-4.340000000000002,-27.07423580786027,3.0,2.0,5.0
1323,149,592,italy,Viterbo,Mediterranean,,Chromic_Luvisol,13.76,766.0,44.366,12.016,2013.0,LUC,2.0,Poplar,woody,SRC,6.0,0.0,15.0,7.5,1.02,,,,6.69,14.03,1,-2.0000000000000018,-12.476606363069255,3.0,2.0,5.0
1324,150,593,Brazil,Paraipaba,Tropical,,Quartzipsamment,26.7,998.0,-3.4384,-39.1482,,LUC,2.0,Banana,palm,perennial_palm,3.0,10.0,30.0,20.0,,,,,7.55,9.05,1,-4.5,-33.210332103321036,2.0,-3.0,1.0
1325,150,594,Brazil,Paraipaba,Tropical,,Quartzipsamment,26.7,998.0,-3.4384,-39.1482,,LUC,6.0,Cashew,woody,perennial_woody,3.0,10.0,30.0,20.0,,,,,6.25,8.8,1,-4.75,-35.055350553505534,2.0,-3.0,1.0
1326,150,595,Brazil,Paraipaba,Tropical,,Quartzipsamment,26.7,998.0,-3.4384,-39.1482,,LUC,6.0,Guava,woody,perennial_woody,3.0,10.0,30.0,20.0,,,,,5.699999999999999,10.3,1,-3.25,-23.985239852398525,2.0,-3.0,1.0
1327,150,596,Brazil,Paraipaba,Tropical,,Quartzipsamment,26.7,998.0,-3.4384,-39.1482,,LUC,6.0,Annona,woody,perennial_woody,3.0,10.0,30.0,20.0,,,,,6.75,11.15,1,-2.4000000000000004,-17.71217712177122,2.0,-3.0,1.0
1328,150,597,Brazil,Paraipaba,Tropical,,Quartzipsamment,26.7,998.0,-3.4384,-39.1482,,LUC,6.0,Mango,woody,perennial_woody,3.0,10.0,30.0,20.0,,,,,5.55,8.65,1,-4.9,-36.162361623616235,2.0,-3.0,1.0
1329,150,598,Brazil,Paraipaba,Tropical,,Quartzipsamment,26.7,998.0,-3.4384,-39.1482,,LUC,6.0,Manilkara,woody,perennial_woody,3.0,10.0,30.0,20.0,,,,,5.949999999999999,9.8,1,-3.75,-27.675276752767523,2.0,-3.0,1.0
1336,151,599,Brazil,Unai,Tropical,Clay_sediments,Haplustox,22.5,1440.0,-16.3597,-46.9028,2003.0,LUC,14.0,Eucalyptus,woody,SRC,3.0,10.0,30.0,10.0,,,,,,31.6,1,2.700000000000003,9.342560553633227,3.0,-2.0,1.0
1338,151,600,Brazil,J_Pinheiro,Tropical,Loamy_sediments,Haplustox,22.5,1440.0,-17.7405,-46.1742,2003.0,LUC,14.0,Eucalyptus,woody,SRC,3.0,10.0,30.0,20.0,,,,,4.6,27.7,1,4.449999999999999,19.139784946236556,3.0,-2.0,1.0
1339,151,601,Brazil,J_Pinheiro,Tropical,Sandy_sediments,Haplustox,22.5,1440.0,-17.7405,-46.1742,2003.0,LUC,14.0,Eucalyptus,woody,SRC,3.0,10.0,30.0,20.0,,,,,4.4,21.8,1,3.8500000000000014,21.448467966573826,3.0,-2.0,1.0
1342,152,602,Brazil,S._Sebastiao_Paraiso,Tropical,Basalt,Rhodic_Acrudox,20.8,1470.0,-20.9172,-46.9841,2009.0,LUC,14.0,Coffee,woody,perennial_woody,1.0,0.0,30.0,15.0,,,,,6.7,37.8,1,0.3999999999999986,1.0695187165775364,2.0,-3.0,1.0
1343,152,603,Brazil,S._Sebastiao_Paraiso,Tropical,Basalt,Rhodic_Acrudox,20.8,1470.0,-20.9172,-46.9841,2009.0,LUC,14.0,Coffee,woody,perennial_woody,1.0,0.0,30.0,15.0,,,,,5.2,24.5,1,-12.899999999999999,-34.49197860962567,2.0,-3.0,1.0
1344,152,604,Brazil,S._Sebastiao_Paraiso,Tropical,Basalt,Rhodic_Acrudox,20.8,1470.0,-20.9172,-46.9841,2009.0,LUC,14.0,Coffee,woody,perennial_woody,1.0,0.0,30.0,15.0,,,,,6.6,29.1,1,-8.299999999999997,-22.192513368983953,2.0,-3.0,1.0
1345,153,605,Brazil,S._Sebastiao_Paraiso,Tropical,Basalt,Rhodic_Acrudox,20.8,1470.0,-20.9172,-46.9841,2010.0,LUC,10.0,Coffee,woody,perennial_woody,3.0,10.0,30.0,20.0,,,,,5.9,53.3,1,-7.450000000000003,-12.263374485596712,2.0,-3.0,1.0
1346,153,606,Brazil,S._Sebastiao_Paraiso,Tropical,Basalt,Rhodic_Acrudox,20.8,1470.0,-20.9172,-46.9841,2010.0,LUC,10.0,Coffee,woody,perennial_woody,3.0,10.0,30.0,20.0,,,,,5.199999999999999,53.900000000000006,1,-6.849999999999994,-11.275720164609044,2.0,-3.0,1.0
1349,154,607,Brazil,Campo_Belo,Tropical,Gneiss,Hapludult,22.3,1250.0,-20.8938,-45.2721,2011.0,LUC,12.0,Coffee,woody,perennial_woody,1.0,10.0,30.0,20.0,,48.35,7.5,44.0,6.5,41.15,1,-2.8999999999999986,-6.58342792281498,2.0,-3.0,1.0
1350,154,608,Brazil,Campo_Belo,Tropical,Gneiss,Hapludult,22.3,1250.0,-20.8938,-45.2721,2011.0,LUC,7.0,Cedar,woody,perennial_woody,1.0,10.0,30.0,20.0,,38.35,8.5,53.15,6.65,38.55,1,-5.5,-12.485811577752555,2.0,-3.0,1.0
1351,154,609,Brazil,Campo_Belo,Tropical,Gneiss,Hapludult,22.3,1250.0,-20.8938,-45.2721,2011.0,LUC,25.0,Coffee,woody,perennial_woody,1.0,10.0,30.0,20.0,,46.5,9.5,44.0,5.35,33.05,1,-20.050000000000004,-37.758945386064035,2.0,-3.0,1.0
1352,154,610,Brazil,Campo_Belo,Tropical,Gneiss,Hapludult,22.3,1250.0,-20.8938,-45.2721,2011.0,LUC,7.0,Cedar,woody,SRC,1.0,10.0,30.0,20.0,,47.5,9.0,43.5,5.95,39.85,1,-13.25,-24.95291902071563,3.0,-2.0,1.0
1357,155,611,Brazil,Monte_Verde,Tropical,Gneiss,Udult,16.3,1.642,-15.3239,-54.8731,2010.0,LUC,7.0,Pinus,woody,SRC,1.0,10.0,30.0,20.0,,46.0,11.0,43.0,5.199999999999999,76.75,1,10.0,14.981273408239701,3.0,-2.0,1.0
1358,155,612,Brazil,Monte_Verde,Tropical,Gneiss,Udult,16.3,1.642,-15.3239,-54.8731,2010.0,LUC,30.0,Araucaria,woody,SRC,1.0,10.0,30.0,20.0,,42.5,12.0,45.5,4.949999999999999,101.2,1,34.45,51.610486891385776,3.0,-2.0,1.0
1359,155,613,Brazil,Monte_Verde,Tropical,Gneiss,Udult,16.3,1.642,-15.3239,-54.8731,2010.0,LUC,6.0,Eucalyptus,woody,SRC,1.0,10.0,30.0,20.0,,39.5,14.0,46.5,5.15,67.05,1,0.29999999999999716,0.4494382022471867,3.0,-1.0,2.0
1363,156,614,Brazil,Presidente_Olegario,Tropical,,,22.0,1500.0,-18.4101,-46.4169,2005.0,LUC,8.0,Coffee,woody,perennial_woody,18.0,0.0,20.0,10.0,0.765,,,,,66.08,1,4.640000000000001,7.552083333333334,2.0,-1.0,2.0
1366,156,615,Brazil,Presidente_Olegario,Tropical,,,22.0,1500.0,-18.4101,-46.4169,2005.0,LUC,21.0,Coffee,woody,perennial_woody,18.0,0.0,20.0,10.0,0.815,,,,,63.615,1,2.1750000000000043,3.540039062500007,2.0,-1.0,2.0
1369,156,616,Brazil,Presidente_Olegario,Tropical,,,22.0,1500.0,-18.4101,-46.4169,2005.0,LUC,17.0,Coffee,woody,perennial_woody,18.0,0.0,20.0,10.0,0.8200000000000001,,,,,71.325,1,9.885000000000005,16.088867187500007,2.0,-1.0,2.0
1372,156,617,Brazil,Presidente_Olegario,Tropical,,,22.0,1500.0,-18.4101,-46.4169,2005.0,LUC,35.0,Coffee,woody,perennial_woody,18.0,0.0,20.0,10.0,0.79,,,,,66.75,1,5.310000000000002,8.642578125000004,2.0,-1.0,2.0
1378,156,619,Brazil,Manhumirim,Tropical,,,22.0,1500.0,-20.3597,-41.9589,2005.0,LUC,6.0,Coffee,woody,perennial_woody,18.0,0.0,20.0,10.0,0.885,,,,,67.37,1,4.425000000000004,7.029946778933997,2.0,-1.0,2.0
1381,156,620,Brazil,Manhumirim,Tropical,,,22.0,1500.0,-20.3597,-41.9589,2005.0,LUC,35.0,Coffee,woody,perennial_woody,18.0,0.0,20.0,10.0,0.725,,,,,69.415,1,6.470000000000006,10.278814838350952,2.0,-1.0,2.0
1384,156,621,Brazil,Manhumirim,Tropical,,,22.0,1500.0,-20.3597,-41.9589,2005.0,LUC,40.0,Coffee,woody,perennial_woody,18.0,0.0,20.0,10.0,0.865,,,,,56.56,1,-6.384999999999998,-10.143776312653902,2.0,-1.0,2.0
1387,156,622,Brazil,Manhumirim,Tropical,,,22.0,1500.0,-20.3597,-41.9589,2005.0,LUC,40.0,Coffee,woody,perennial_woody,18.0,0.0,20.0,10.0,0.96,,,,,33.595,1,-29.35,-46.628008578918106,2.0,-1.0,2.0
1393,156,624,Brazil,Sao_Tomas_de_Aquino,Tropical,,,22.0,1500.0,-20.7987,-47.0972,2005.0,LUC,10.0,Coffee,woody,perennial_woody,18.0,0.0,20.0,10.0,0.87,,,,,41.7,1,-8.015,-16.121894800362064,2.0,-1.0,2.0
1396,156,625,Brazil,Sao_Tomas_de_Aquino,Tropical,,,22.0,1500.0,-20.7987,-47.0972,2005.0,LUC,25.0,Coffee,woody,perennial_woody,18.0,0.0,20.0,10.0,0.88,,,,,41.66,1,-8.055000000000007,-16.202353414462447,2.0,-1.0,2.0
1399,156,626,Brazil,Sao_Tomas_de_Aquino,Tropical,,,22.0,1500.0,-20.7987,-47.0972,2005.0,LUC,59.0,Coffee,woody,perennial_woody,18.0,0.0,20.0,10.0,0.95,,,,,44.69500000000001,1,-5.019999999999996,-10.097556069596694,2.0,-1.0,2.0
1402,156,627,Brazil,Sao_Tomas_de_Aquino,Tropical,,,22.0,1500.0,-20.7987,-47.0972,2005.0,LUC,37.0,Coffee,woody,perennial_woody,18.0,0.0,20.0,10.0,1.0750000000000002,,,,,45.74,1,-3.9750000000000014,-7.9955747762244815,2.0,-1.0,2.0
1516,158,665,USA,North_dakota,Temperate,,,5.0,438.0,47.551,-101.0,,LUC,18.0,Poplar,woody,SRC,5.0,0.0,30.0,15.0,,,,,,89.0,1,-2.0,-2.197802197802198,3.0,0.0,3.0
1517,159,666,PuertoRico,Toa_Baja,Tropical,Calcareous_marine_origin,,25.6,160.0,18.4,-66.2,,LUC,4.0,Eucalyptus,woody,SRC,9.0,0.0,40.0,20.0,1.1,,,,7.9,50.19,1,-14.680000000000007,-22.629875134885165,3.0,2.0,5.0
1518,159,667,PuertoRico,Toa_Baja,Tropical,Calcareous_marine_origin,,25.6,160.0,18.4,-66.2,,LUC,4.0,Casuarina,woody,SRC,9.0,0.0,30.0,15.0,1.1,,,,7.9,45.89,1,-18.980000000000004,-29.258517034068138,3.0,2.0,5.0
1519,159,668,PuertoRico,Toa_Baja,Tropical,Calcareous_marine_origin,,25.6,160.0,18.4,-66.2,,LUC,4.0,Eucalyptus,woody,SRC,9.0,0.0,30.0,15.0,1.1,,,,7.9,50.03,1,-14.840000000000003,-22.876522275319875,3.0,2.0,5.0
1520,160,669,Canada,Ontario,Temperate,,Albic_Luvisols,7.2,830.0,43.541,-80.208,,LUC,13.0,Poplar,woody,SRC,24.0,0.0,20.0,10.0,,,,,,108.96,1,18.739999999999995,20.771447572600305,3.0,2.0,5.0
1521,161,670,Canada,Ontario,Temperate,,Albic_Luvisols,7.2,830.0,43.541,-80.208,,LUC,13.0,Spruce,woody,SRC,24.0,0.0,30.0,15.0,,,,,,91.61,1,1.3900000000000006,1.5406783418310803,3.0,2.0,5.0
1522,162,671,Tanzania,Mkundi,Arid,Kaolinitic,Entisol,24.0,800.0,-6.666,37.65,,LUC,5.0,Acacia,woody,SRC,3.0,0.0,15.0,7.5,1.35,,,,6.7,15.7,1,-1.2800000000000011,-7.538280329799771,3.0,2.0,5.0
1523,163,672,Tanzania,Mkundi,Arid,Kaolinitic,Entisol,24.0,800.0,-6.666,37.65,,LUC,5.0,Acacia,woody,SRC,3.0,0.0,15.0,7.5,1.35,,,,6.7,24.41,1,7.43,43.75736160188456,3.0,2.0,5.0
