Unnamed: 0,ID,IDstudy,plotID,country,region,climate,bedrock,soil_type,TYPE_CHANGE,CROP_current,CROP_type,current_land_use*,LUC_this_study,previous_land_use*,NUM_DEPTH,N_measured_current.1,temperature_Celsiul,precipitation_mm,Latitud,Longitud,years_since_luc,year_measure,soil_from_cm_current,soil_to_cm_current,depth_midpoint_current,bulk_density_Mg_m3_current,%clay_current,%silt_current,%sand_current,ph_current,SOC_Mg_ha_current,sd_SOC_Mgha_current,soil_from_cm_previous,soil_to_cm_previous,depth_midpoint_previous,Bulkdensity_previous,%clay_previous,%silt_previous,%sand_previous,ph_previous,SOC_Mg_ha_previous,SOC_change,SOC_percentage_change,csp_change,luc_rank
83,551,52,184,Italy,Matera_Metapontino,Mediterranean,,Sandy_clay_loam,LUC,Almond,woody,food,YES,fallow,1,1,16.6,462.0,40.3833,16.766,0.6,,0.0,15.0,7.5,1.14,,,,8.4,13.73,,0.0,15.0,7.5,1.22,,,,,15.12,1.3899999999999988,-9.193121693121684,1.0,4.0
84,552,52,185,Italy,Matera_Metapontino,Mediterranean,,Sandy_clay_loam,LUC,Almond,woody,food,YES,fallow,1,1,16.6,462.0,40.3833,16.766,0.6,,0.0,15.0,7.5,1.17,,,,8.4,13.73,,0.0,15.0,7.5,1.29,,,,,15.2,1.4699999999999989,-9.67105263157894,1.0,4.0
85,553,52,186,Italy,Matera_Metapontino,Mediterranean,,Sandy_clay_loam,LUC,Almond,woody,food,YES,fallow,1,1,16.6,462.0,40.3833,16.766,0.6,,0.0,15.0,7.5,1.12,,,,8.4,12.68,,0.0,15.0,7.5,1.3,,,,,14.31,1.6300000000000008,-11.39063591893781,1.0,4.0
86,554,52,187,Italy,Matera_Metapontino,Mediterranean,,Sandy_clay_loam,LUC,Almond,woody,food,YES,fallow,1,1,16.6,462.0,40.3833,16.766,0.6,,0.0,15.0,7.5,1.16,,,,8.4,16.39,,0.0,15.0,7.5,1.22,,,,,15.12,-1.2700000000000014,8.39947089947091,1.0,4.0
87,555,52,188,Italy,Matera_Metapontino,Mediterranean,,Sandy_clay_loam,LUC,Almond,woody,food,YES,fallow,1,1,16.6,462.0,40.3833,16.766,0.6,,0.0,15.0,7.5,1.1,,,,8.4,13.12,,0.0,15.0,7.5,1.29,,,,,15.2,2.08,-13.684210526315791,1.0,4.0
88,653,63,229,Spain,Campo_Real,Mediterranean,,Calcic_Haploxeralf,LUC,Vineyard,woody,food,YES,fallow,1,1,14.0,400.0,40.35,-3.366,1.6,,0.0,10.0,5.0,1.2,24.0,41.0,58.0,,12.6,,0.0,10.0,5.0,1.2,24.0,18.0,58.0,,11.76,-0.8399999999999999,7.142857142857142,1.0,4.0
89,654,63,230,Spain,Campo_Real,Mediterranean,,Calcic_Haploxeralf,LUC,Vineyard,woody,food,YES,fallow,1,1,14.0,400.0,40.35,-3.366,1.6,,0.0,10.0,5.0,1.2,24.0,41.0,58.0,,12.48,,0.0,10.0,5.0,1.2,24.0,18.0,58.0,,11.76,-0.7200000000000006,6.122448979591842,1.0,4.0
90,678,75,252,Brazil,Ipaussu,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,20.0,1351.0,-23.0553,-49.6237,15.5,,0.0,40.0,20.0,,,,,,70.85,,0.0,40.0,20.0,,,,,,89.4,18.55000000000001,-20.74944071588368,-1.0,2.0
91,681,75,253,Brazil,Ipaussu,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,20.0,1351.0,-23.0553,-49.6237,9.0,,0.0,40.0,20.0,,,,,,77.9,,0.0,40.0,20.0,,,,,,75.65,-2.25,2.974223397224058,-1.0,2.0
92,684,75,254,Brazil,Ipaussu,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,20.0,1351.0,-23.0553,-49.6237,7.0,,0.0,40.0,20.0,,,,,,75.25,,0.0,40.0,20.0,,,,,,75.65,0.4000000000000057,-0.5287508261731734,-1.0,2.0
93,687,75,255,Brazil,Anhembi,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,21.0,1232.0,-22.7883,-48.1312,6.0,,0.0,40.0,20.0,,,,,,46.0,,0.0,40.0,20.0,,,,,,55.45,9.449999999999996,-17.042380522993682,-1.0,2.0
94,690,75,256,Brazil,Anhembi,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,21.0,1232.0,-22.7883,-48.1312,11.0,,0.0,40.0,20.0,,,,,,30.05,,0.0,40.0,20.0,,,,,,55.45,25.399999999999995,-45.80703336339044,-1.0,2.0
95,693,75,257,Brazil,Anhembi,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,21.0,1232.0,-22.7883,-48.1312,14.0,,0.0,40.0,20.0,,,,,,34.15,,0.0,40.0,20.0,,,,,,29.8,-4.349999999999998,14.597315436241605,-1.0,2.0
96,696,75,258,Brazil,Anhembi,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,21.0,1232.0,-22.7883,-48.1312,14.0,,0.0,40.0,20.0,,,,,,45.6,,0.0,40.0,20.0,,,,,,40.25,-5.349999999999994,13.291925465838494,-1.0,2.0
97,699,75,259,Brazil,Anhembi,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,21.0,1232.0,-22.7883,-48.1312,15.0,,0.0,40.0,20.0,,,,,,64.85,,0.0,40.0,20.0,,,,,,62.95,-1.8999999999999917,3.0182684670373177,-1.0,2.0
98,702,75,260,Brazil,Anhembi,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,21.0,1232.0,-22.7883,-48.1312,20.0,,0.0,40.0,20.0,,,,,,46.45,,0.0,40.0,20.0,,,,,,94.4,47.95,-50.79449152542372,-1.0,2.0
99,705,75,261,Brazil,Itirapina,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,20.0,1353.0,-22.2567,-47.817,6.0,,0.0,40.0,20.0,,,,,,94.55,,0.0,40.0,20.0,,,,,,69.95,-24.60000000000001,35.16797712651895,-1.0,2.0
100,708,75,262,Brazil,Itirapina,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,20.0,1353.0,-22.2567,-47.817,21.0,,0.0,40.0,20.0,,,,,,54.1,,0.0,40.0,20.0,,,,,,69.95,15.850000000000009,-22.659042172980712,-1.0,2.0
101,711,75,263,Brazil,Itirapina,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,20.0,1353.0,-22.2567,-47.817,31.0,,0.0,40.0,20.0,,,,,,66.9,,0.0,40.0,20.0,,,,,,69.95,3.049999999999997,-4.3602573266618965,-1.0,2.0
102,714,75,264,Brazil,Iacanga,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1153.0,-21.9198,-49.0009,18.0,,0.0,40.0,20.0,,,,,,27.9,,0.0,40.0,20.0,,,,,,40.6,12.7,-31.280788177339897,-1.0,2.0
103,717,75,265,Brazil,Iacanga,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1153.0,-21.9198,-49.0009,7.0,,0.0,40.0,20.0,,,,,,37.400000000000006,,0.0,40.0,20.0,,,,,,40.6,3.199999999999996,-7.881773399014767,-1.0,2.0
104,720,75,266,Brazil,Iacanga,Tropical,,Medium,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1153.0,-21.9198,-49.0009,9.0,,0.0,40.0,20.0,,,,,,35.95,,0.0,40.0,20.0,,,,,,40.6,4.649999999999999,-11.453201970443343,-1.0,2.0
105,723,75,267,Brazil,Araçatuba,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1262.0,-21.2029,-50.4537,39.0,,0.0,40.0,20.0,,,,,,52.3,,0.0,40.0,20.0,,,,,,42.45,-9.849999999999994,23.203769140164884,-1.0,2.0
106,726,75,268,Brazil,Araçatuba,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1262.0,-21.2029,-50.4537,16.0,,0.0,40.0,20.0,,,,,,30.1,,0.0,40.0,20.0,,,,,,38.4,8.299999999999997,-21.614583333333325,-1.0,2.0
107,729,75,269,Brazil,Araçatuba,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1262.0,-21.2029,-50.4537,39.0,,0.0,40.0,20.0,,,,,,40.8,,0.0,40.0,20.0,,,,,,37.5,-3.299999999999997,8.799999999999992,-1.0,2.0
108,732,75,270,Brazil,Araçatuba,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1262.0,-21.2029,-50.4537,39.0,,0.0,40.0,20.0,,,,,,25.0,,0.0,40.0,20.0,,,,,,30.45,5.449999999999999,-17.898193760262725,-1.0,2.0
109,735,75,271,Brazil,Andradina,Tropical,,Medium,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1234.0,-20.899,-51.3797,5.0,,0.0,40.0,20.0,,,,,,39.55,,0.0,40.0,20.0,,,,,,46.5,6.950000000000003,-14.946236559139791,-1.0,2.0
110,738,75,272,Brazil,Andradina,Tropical,,Medium,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1234.0,-20.899,-51.3797,2.0,,0.0,40.0,20.0,,,,,,33.1,,0.0,40.0,20.0,,,,,,41.2,8.100000000000001,-19.660194174757283,-1.0,2.0
111,741,75,273,Brazil,Andradina,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1234.0,-20.899,-51.3797,10.0,,0.0,40.0,20.0,,,,,,29.55,,0.0,40.0,20.0,,,,,,61.5,31.95,-51.95121951219512,-1.0,2.0
112,744,75,274,Brazil,Andradina,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1234.0,-20.899,-51.3797,4.0,,0.0,40.0,20.0,,,,,,33.65,,0.0,40.0,20.0,,,,,,35.95,2.3000000000000043,-6.39777468706538,-1.0,2.0
113,747,75,275,Brazil,Andradina,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1234.0,-20.899,-51.3797,9.0,,0.0,40.0,20.0,,,,,,32.5,,0.0,40.0,20.0,,,,,,34.9,2.3999999999999986,-6.876790830945555,-1.0,2.0
114,750,75,276,Brazil,Igarapava,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1567.0,-20.0422,-47.7564,8.0,,0.0,40.0,20.0,,,,,,74.44999999999999,,0.0,40.0,20.0,,,,,,102.6,28.15000000000001,-27.436647173489288,-1.0,2.0
115,753,75,277,Brazil,Igarapava,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1567.0,-20.0422,-47.7564,5.0,,0.0,40.0,20.0,,,,,,67.8,,0.0,40.0,20.0,,,,,,84.85,17.049999999999997,-20.09428403064231,-1.0,2.0
116,756,75,278,Brazil,Igarapava,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1567.0,-20.0422,-47.7564,15.0,,0.0,40.0,20.0,,,,,,95.75,,0.0,40.0,20.0,,,,,,116.0,20.25,-17.45689655172414,-1.0,2.0
117,759,75,279,Brazil,Igarapava,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1567.0,-20.0422,-47.7564,20.0,,0.0,40.0,20.0,,,,,,70.75,,0.0,40.0,20.0,,,,,,77.4,6.650000000000006,-8.591731266149878,-1.0,2.0
118,762,75,280,Brazil,Igarapava,Tropical,,Medium,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1567.0,-20.0422,-47.7564,5.0,,0.0,40.0,20.0,,,,,,52.95,,0.0,40.0,20.0,,,,,,69.65,16.700000000000003,-23.977027997128506,-1.0,2.0
119,765,75,281,Brazil,Campo_Florido,Tropical,,Medium,LUC,Sugarcane,grass,bioenergy,YES,annual_crop,3,1,23.0,1553.0,-19.7529,-48.6389,2.0,,0.0,40.0,20.0,,,,,,38.25,,0.0,40.0,20.0,,,,,,39.5,1.25,-3.1645569620253164,1.0,4.0
120,768,75,282,Brazil,Campo_Florido,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,annual_crop,3,1,23.0,1553.0,-19.7529,-48.6389,5.0,,0.0,40.0,20.0,,,,,,44.900000000000006,,0.0,40.0,20.0,,,,,,39.5,-5.400000000000006,13.67088607594938,1.0,4.0
121,771,75,283,Brazil,Campo_Florido,Tropical,,Medium,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1553.0,-19.7529,-48.6389,3.0,,0.0,40.0,20.0,,,,,,38.150000000000006,,0.0,40.0,20.0,,,,,,33.65,-4.500000000000007,13.372956909361092,-1.0,2.0
122,774,75,284,Brazil,Campo_Florido,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1553.0,-19.7529,-48.6389,6.0,,0.0,40.0,20.0,,,,,,32.45,,0.0,40.0,20.0,,,,,,35.05,2.5999999999999943,-7.41797432239656,-1.0,2.0
123,777,75,285,Brazil,Campo_Florido,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1553.0,-19.7529,-48.6389,7.0,,0.0,40.0,20.0,,,,,,34.4,,0.0,40.0,20.0,,,,,,35.05,0.6499999999999986,-1.85449358059914,-1.0,2.0
124,780,75,286,Brazil,Campo_Florido,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1553.0,-19.7529,-48.6389,7.0,,0.0,40.0,20.0,,,,,,38.5,,0.0,40.0,20.0,,,,,,34.85,-3.649999999999999,10.473457675753224,-1.0,2.0
125,783,75,287,Brazil,Campo_Florido,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1553.0,-19.7529,-48.6389,6.0,,0.0,40.0,20.0,,,,,,25.1,,0.0,40.0,20.0,,,,,,34.85,9.75,-27.97704447632712,-1.0,2.0
126,786,75,288,Brazil,Campo_Florido,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,natural_forest,3,1,23.0,1553.0,-19.7529,-48.6389,4.0,,0.0,40.0,20.0,,,,,,36.05,,0.0,40.0,20.0,,,,,,42.8,6.75,-15.77102803738318,-3.0,1.0
127,789,75,289,Brazil,Campo_Florido,Tropical,,Medium,LUC,Sugarcane,grass,bioenergy,YES,annual_crop,3,1,23.0,1553.0,-19.7529,-48.6389,7.0,,0.0,40.0,20.0,,,,,,38.85,,0.0,40.0,20.0,,,,,,39.55,0.6999999999999957,-1.769911504424768,1.0,4.0
128,792,75,290,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,7.0,,0.0,40.0,20.0,,,,,,69.0,,0.0,40.0,20.0,,,,,,66.5,-2.5,3.7593984962406015,-1.0,2.0
129,795,75,291,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,16.0,,0.0,40.0,20.0,,,,,,53.8,,0.0,40.0,20.0,,,,,,66.5,12.700000000000005,-19.09774436090226,-1.0,2.0
130,798,75,292,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,natural_forest,3,1,23.0,1462.0,-18.4761,-49.142,39.0,,0.0,40.0,20.0,,,,,,78.3,,0.0,40.0,20.0,,,,,,123.25,44.95,-36.47058823529412,-3.0,1.0
131,801,75,293,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,10.0,,0.0,40.0,20.0,,,,,,80.25,,0.0,40.0,20.0,,,,,,97.9,17.650000000000006,-18.02860061287028,-1.0,2.0
132,804,75,294,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,20.0,,0.0,40.0,20.0,,,,,,74.55,,0.0,40.0,20.0,,,,,,97.9,23.35000000000001,-23.85086823289071,-1.0,2.0
133,807,75,295,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,3.0,,0.0,40.0,20.0,,,,,,77.9,,0.0,40.0,20.0,,,,,,83.69999999999999,5.799999999999983,-6.929510155316587,-1.0,2.0
134,810,75,296,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,7.0,,0.0,40.0,20.0,,,,,,111.9,,0.0,40.0,20.0,,,,,,84.35,-27.55,32.661529342027265,-1.0,2.0
135,813,75,297,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,3.0,,0.0,40.0,20.0,,,,,,94.05,,0.0,40.0,20.0,,,,,,92.4,-1.6499999999999917,1.7857142857142765,-1.0,2.0
136,816,75,298,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,7.0,,0.0,40.0,20.0,,,,,,86.0,,0.0,40.0,20.0,,,,,,81.5,-4.5,5.521472392638037,-1.0,2.0
137,819,75,299,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,11.0,,0.0,40.0,20.0,,,,,,81.15,,0.0,40.0,20.0,,,,,,91.8,10.650000000000006,-11.601307189542489,-1.0,2.0
138,822,75,300,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,natural_forest,3,1,23.0,1462.0,-18.4761,-49.142,6.0,,0.0,40.0,20.0,,,,,,85.95,,0.0,40.0,20.0,,,,,,87.6,1.6499999999999917,-1.8835616438356069,-3.0,1.0
139,825,75,301,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,13.0,,0.0,40.0,20.0,,,,,,60.95,,0.0,40.0,20.0,,,,,,66.3,5.349999999999994,-8.069381598793356,-1.0,2.0
140,828,75,302,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,14.0,,0.0,40.0,20.0,,,,,,75.1,,0.0,40.0,20.0,,,,,,84.25,9.150000000000006,-10.860534124629089,-1.0,2.0
141,831,75,303,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,23.0,1462.0,-18.4761,-49.142,15.0,,0.0,40.0,20.0,,,,,,60.65,,0.0,40.0,20.0,,,,,,60.1,-0.5500000000000043,0.9151414309484264,-1.0,2.0
142,834,75,304,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,natural_forest,3,1,23.0,1462.0,-18.4761,-49.142,3.0,,0.0,40.0,20.0,,,,,,79.69999999999999,,0.0,40.0,20.0,,,,,,100.05,20.350000000000023,-20.33983008495754,-3.0,1.0
143,837,75,305,Brazil,Arapora,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,annual_crop,3,1,23.0,1462.0,-18.4761,-49.142,3.0,,0.0,40.0,20.0,,,,,,65.80000000000001,,0.0,40.0,20.0,,,,,,63.65,-2.150000000000013,3.377847604084859,1.0,4.0
144,840,75,306,Brazil,Goiatuba,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1585.0,-18.011,-49.3663,11.0,,0.0,40.0,20.0,,,,,,111.55,,0.0,40.0,20.0,,,,,,135.35,23.8,-17.584041374214998,-1.0,2.0
145,843,75,307,Brazil,Goiatuba,Tropical,,Sandy,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1585.0,-18.011,-49.3663,3.0,,0.0,40.0,20.0,,,,,,65.75,,0.0,40.0,20.0,,,,,,68.0,2.25,-3.308823529411765,-1.0,2.0
146,846,75,308,Brazil,Goiatuba,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,annual_crop,3,1,22.0,1585.0,-18.011,-49.3663,3.0,,0.0,40.0,20.0,,,,,,86.45,,0.0,40.0,20.0,,,,,,81.65,-4.799999999999997,5.878750765462335,1.0,4.0
147,849,75,309,Brazil,Goiatuba,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1585.0,-18.011,-49.3663,12.0,,0.0,40.0,20.0,,,,,,100.25,,0.0,40.0,20.0,,,,,,116.8,16.549999999999997,-14.169520547945202,-1.0,2.0
148,852,75,310,Brazil,Goiatuba,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,natural_forest,3,1,22.0,1585.0,-18.011,-49.3663,20.0,,0.0,40.0,20.0,,,,,,98.3,,0.0,40.0,20.0,,,,,,124.25,25.950000000000003,-20.88531187122737,-3.0,1.0
149,855,75,311,Brazil,Goiatuba,Tropical,,Clayey,LUC,Sugarcane,grass,bioenergy,YES,grassland,3,1,22.0,1585.0,-18.011,-49.3663,17.0,,0.0,40.0,20.0,,,,,,111.25,,0.0,40.0,20.0,,,,,,116.8,5.549999999999997,-4.751712328767121,-1.0,2.0
150,934,87,361,Malaysia,north_Selangor,Tropical,,,LUC,PalmOil,palm,food,YES,secondary_forest,1,5,28.5,2000.0,3.33,101.3,13.0,2014.0,0.0,10.0,5.0,0.12,,,,3.7,1050.0,140.0,0.0,10.0,5.0,0.2,,,,3.4,990.0,-60.0,6.0606060606060606,-2.0,1.0
151,935,87,362,Malaysia,north_Selangor,Tropical,,,LUC,PalmOil,palm,food,YES,natural_forest,1,5,28.5,2000.0,3.33,101.3,13.0,2014.0,0.0,10.0,5.0,0.12,,,,3.7,1050.0,140.0,0.0,10.0,5.0,0.14,,,,3.7,885.0,-165.0,18.64406779661017,-3.0,1.0
152,936,87,363,Malaysia,north_Selangor,Tropical,,,LUC,PalmOil,palm,food,YES,secondary_forest,1,5,28.5,2000.0,3.33,101.3,0.5,2014.0,0.0,10.0,5.0,0.14,,,,3.9,560.0,160.0,0.0,10.0,5.0,0.2,,,,3.4,990.0,430.0,-43.43434343434344,-2.0,1.0
153,937,87,364,Malaysia,north_Selangor,Tropical,,,LUC,PalmOil,palm,food,YES,natural_forest,1,5,28.5,2000.0,3.33,101.3,0.5,2014.0,0.0,10.0,5.0,0.14,,,,3.9,560.0,160.0,0.0,10.0,5.0,0.14,,,,3.7,885.0,325.0,-36.72316384180791,-3.0,1.0
155,957,89,372,Indonesia,Lampung,Tropical,,Inceptisol,LUC,Cocoa,woody,food,YES,natural_forest,1,1,20.0,2500.0,-5.0,104.0,25.0,1999.0,0.0,30.0,15.0,,,,,,52.0,,0.0,30.0,15.0,,,,,,262.0,210.0,-80.1526717557252,-3.0,1.0
156,958,89,373,Indonesia,Lampung,Tropical,,Inceptisol,LUC,Cocoa,woody,food,YES,secondary_forest,1,1,20.0,2500.0,-5.0,104.0,25.0,1999.0,0.0,30.0,15.0,,,,,,52.0,,0.0,30.0,15.0,,,,,,96.0,44.0,-45.83333333333333,-2.0,1.0
158,962,91,375,UK,East Riding of Yorkshire,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,9.0,571.0,53.7,-0.8,12.0,2013.0,15.0,40.0,27.5,1.395,,,,,46.54,,15.0,40.0,27.5,1.4449999999999998,,,,,47.355,0.8150000000000048,-1.721043184457829,2.0,5.0
159,965,92,376,UK,East Riding of Yorkshire,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,9.0,571.0,53.7,-0.8,5.0,2013.0,15.0,40.0,27.5,1.475,,,,,46.21,,15.0,40.0,27.5,1.4449999999999998,,,,,47.355,1.1450000000000031,-2.417907295956083,2.0,5.0
160,968,93,377,UK,Nottinghamshire,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,9.0,568.0,53.2,-0.7,4.0,2012.0,15.0,40.0,27.5,1.035,,,,,81.2,,15.0,40.0,27.5,1.585,,,,,27.265,-53.935,197.81771501925547,2.0,5.0
161,971,94,378,UK,Nottinghamshire,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,9.0,568.0,53.2,-0.7,4.0,2012.0,15.0,40.0,27.5,1.035,,,,,81.2,,15.0,40.0,27.5,1.2000000000000002,,,,,105.945,24.74499999999999,-23.356458539808383,2.0,5.0
162,974,95,379,UK,Hampshire,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,3,3,10.0,743.0,50.9,-0.4,4.0,2012.0,15.0,40.0,27.5,1.475,,,,,32.0,,15.0,40.0,27.5,1.48,,,,,27.8,-4.199999999999999,15.107913669064748,0.0,3.0
163,977,96,380,UK,Buckinghamshire,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,10.0,646.0,51.7,-0.9,5.0,2012.0,15.0,40.0,27.5,1.375,,,,,44.54,,15.0,40.0,27.5,1.365,,,,,36.105,-8.434999999999995,23.362415177953174,2.0,5.0
164,979,97,381,UK,Buckinghamshire,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,annual_crop,3,3,10.0,646.0,51.7,-0.9,5.0,2012.0,15.0,40.0,27.5,1.31,,,,,32.870000000000005,,15.0,40.0,27.5,1.365,,,,,36.105,3.2349999999999994,-8.959977842404095,1.0,4.0
165,982,98,382,UK,Buckinghamshire,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,SRC,3,3,10.0,646.0,51.7,-0.9,5.0,2012.0,15.0,40.0,27.5,1.31,,,,,32.870000000000005,,15.0,40.0,27.5,1.375,,,,,44.54,11.669999999999996,-26.201167489896708,-1.0,2.0
166,985,99,383,UK,North_Yorkshire,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,annual_crop,3,3,9.0,612.0,54.0,-1.2,5.0,2012.0,15.0,40.0,27.5,1.55,,,,,42.72,,15.0,40.0,27.5,1.59,,,,,37.285,-5.435000000000002,14.576907603593948,1.0,4.0
167,988,100,384,UK,North_Yorkshire,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,grassland,3,3,9.0,704.0,54.1,-1.1,6.0,2012.0,15.0,40.0,27.5,1.44,,,,,50.815000000000005,,15.0,40.0,27.5,1.27,,,,,38.375,-12.440000000000005,32.4169381107492,-1.0,2.0
168,991,101,385,UK,West_Berkshire,Temperate,,,LUC,Miscanthus,grass,bioenergy,YES,annual_crop,3,3,10.0,758.0,51.5,-1.3,5.0,2012.0,15.0,40.0,27.5,0.955,,,,,34.06,,15.0,40.0,27.5,1.185,,,,,24.87,-9.19,36.95215118616808,1.0,4.0
169,994,102,386,UK,Wiltshire,Temperate,,,LUC,Willow,woody,SRC,YES,grassland,3,3,10.0,656.0,51.5,-1.6,7.0,2012.0,15.0,40.0,27.5,1.13,,,,,58.215,,15.0,40.0,27.5,0.78,,,,,82.87,24.655,-29.75141788343188,0.0,3.0
170,997,103,387,UK,Wiltshire,Temperate,,,LUC,Willow,woody,SRC,YES,annual_crop,3,3,10.0,656.0,51.5,-1.6,7.0,2012.0,15.0,40.0,27.5,1.205,,,,,39.835,,15.0,40.0,27.5,1.185,,,,,42.615,2.780000000000001,-6.523524580546757,2.0,5.0
